,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Ant_L,Cingulate_Ant_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebelum_Crus1_L,Cerebelum_Crus1_R,Cerebelum_Crus2_L,Cerebelum_Crus2_R,Cerebelum_3_L,Cerebelum_3_R,Cerebelum_4_5_L,Cerebelum_4_5_R,Cerebelum_6_L,Cerebelum_6_R,Cerebelum_7b_L,Cerebelum_7b_R,Cerebelum_8_L,Cerebelum_8_R,Cerebelum_9_L,Cerebelum_9_R,Cerebelum_10_L,Cerebelum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Nigra_L,VTA_L,Nigra_R,VTA_R
OFCmed_L,0.0001139157416153749,0.0,0.018915500515353678,0.0009556490036677201,0.015081464647306473,0.0013578618120566996,0.00016588383292442631,0.0,0.004048320094730535,0.00022592276154906568,0.011482923503207454,0.0004524197552692221,7.955532284309531e-05,0.0,0.0,0.0,0.14161360021128053,0.0034665084956274155,0.005381117454010058,0.001586676732539028,0.04144789999080147,0.003415572806485122,0.1569641713904974,0.002457192288558947,0.0,0.0018803541127250653,0.11337639153417794,0.0017628547404048931,0.18252173364769952,0.0,0.011543094363301837,0.0002672832274237136,0.04233979717383046,0.00034161630715926514,0.013068452753257022,0.0023786082216077035,6.78630175716716e-05,0.0,0.0,0.00011177319530130147,0.002419711932996883,0.0,0.034966904390027975,0.0,0.009146283011405987,0.0,4.5334442903482576e-05,0.0,0.0,0.0,0.00014097806909917668,0.0,7.529737485042711e-05,0.0,6.868273686961755e-05,0.0,5.464700061300233e-05,0.0,0.0003247811890685872,0.0,0.000216400266965331,0.0,0.00030422415070833786,9.024632992428283e-05,5.676674080339915e-05,0.0,0.0,0.00018018734356631765,0.0,0.0,0.00026415751526449773,5.1852823396593405e-05,0.0,0.0,0.05609388522680349,0.001945493191471017,0.0354484018332468,0.0003805598387981739,0.005053290234520642,0.00021770272253321713,0.0030544550125053576,0.0,0.0002284646185823116,0.0,0.0012750014891517686,0.0,0.022177929303314022,8.426848329946128e-05,0.000750430223119659,3.155923687490263e-05,0.0003842219418861669,0.0,0.0006584949827928741,3.9789621265719386e-05,0.0,0.0,0.0,0.0,7.66951260096518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.783545273535992e-05,0.0,0.0001001858564713501,0.0,0.0,0.0,6.529986710653611e-05,0.0,8.103401299112624e-05,0.0,0.0,0.0,0.0,0.0,0.1458372200552911,0.1458372200552911,0.0,0.0
OFCmed_R,0.0,7.20502442298235e-05,0.0020926169561143607,0.025132908885666626,0.0031688183871604165,0.013016407215321466,0.0,0.0001629945516976967,0.0008196550744009649,0.003790746492641097,0.000809439276052222,0.010977139138772763,0.0,0.00010505954186438942,7.618829842670541e-05,0.00013189765968813925,0.0029081806223050298,0.12263569143695842,0.001955643177748836,0.008583140100429681,0.005053355735272419,0.07799827099380581,0.006617303315800016,0.1427496165169511,0.0018803541127250653,0.0,0.0018098381570511818,0.17282770532721362,0.0004824220531240805,0.22199649336638472,0.0005330358542260796,0.0068934352353935795,0.0003874743649323903,0.028721653554369935,0.008744198941469798,0.0067430155548216745,8.014205168433409e-05,0.0004958703540844536,0.0,0.00016728158408365037,0.00016702586333741947,0.0014704507673149057,0.0,0.0031078275124140045,0.0003006121380739916,0.023923946706481562,0.0,9.11138007909491e-05,0.0,0.00011907975207600967,0.0,0.0003332182295086868,0.0,0.00014733388910729897,4.547562214861573e-05,0.00019294264808956504,0.0,0.0002730134076876011,0.00010444221992934913,0.0006782112678559172,0.0,0.0003342635354552519,0.0,0.00043628037961025864,0.0,7.242516029937945e-05,0.0,0.0,0.0,0.0003171395610847818,7.046516674777055e-05,0.0003637217152802768,0.0,0.0,0.005525754828316115,0.051924847210625305,0.0014469139536358586,0.04139921100817797,0.00020618341891226043,0.00840783090449762,0.00019999983822180408,0.003054910664008885,0.0,0.0,0.0,0.00042331695424119395,8.067985153184668e-05,0.0048386515669890245,0.0,0.002341564135936201,0.0,0.00040229679271771375,0.0,0.0012515866207819012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020902338399195566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14837650688223952,0.14837650688223952
OFCant_L,0.0,0.0,0.06899476095010838,0.002090853349071215,0.09731485892275378,0.0034280185999000837,0.0001141736575607696,9.017212820127406e-05,0.015682617112502975,0.00021007629730143983,0.04587261174401828,0.0009730928864079705,0.0,0.0,0.00017952297252628904,5.5816878125207344e-05,0.008333745630817492,0.0005750746166859973,0.011083380148800934,0.0028583466397627327,0.028240622431322564,0.0033981791698580914,0.016432297675108155,0.0009479687800913432,0.11337639153417794,0.0018098381570511818,0.0,0.0012904283789963024,0.08357518662694284,0.0004834161350959745,0.02681334427876587,0.0006318382323240403,0.013256132878330018,0.00010383760620183194,0.005781222571856415,0.002186168561498189,0.00023480598619739424,0.00017037675104431964,7.084749859922901e-05,0.0,0.0012366512040999785,0.0,0.002155834612953657,0.0,0.0010276257406557246,7.529446920498833e-05,0.0,0.0,0.0,0.0,7.375286464892176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023233379680306506,0.0,0.0,0.0,0.00020468002279545763,0.0,0.0,0.0,0.00020725450048827886,0.0,0.021466763354378752,0.0013009682725583238,0.01574770527859334,0.0004911565749810507,0.00370143830303147,0.0006356961830988881,0.0019623914714285554,0.0,0.0,0.0,7.432558811949533e-05,0.0,0.0019336250587291132,0.0,0.00038324025281137006,0.0,0.0,0.0,0.0002305985836632913,0.0,0.0,0.0,0.0,0.0,0.000140714517478837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13102863413826366,0.13102863413826366,0.0,0.0
OFCant_R,0.0002859972963041437,0.0005523805838699223,0.0034266773252284413,0.07649950076033239,0.003653454753646139,0.12369612096070312,0.00012030925518877556,0.0005525300889067935,0.0013818675442247774,0.008808389582421383,0.0011939337898316555,0.02648584825496114,0.0,7.941352495092509e-05,0.0,0.0003789591494587948,0.0010192620478065943,0.007988925202976147,0.003908704462022944,0.012731901840229412,0.005973606805182692,0.04133366791699527,0.004275263735646374,0.01826443388297637,0.0017628547404048931,0.17282770532721362,0.0012904283789963024,0.0,0.0008706035635500247,0.03965543509892905,0.0018993346668101645,0.03763586557023415,0.0011274024519156477,0.012131325491084085,0.009006403962781285,0.007574822186124219,0.00010617556515419875,0.0009366610338007121,0.0,0.00023459741034665964,0.0,0.001349936640175079,0.0,0.0002417840214390556,0.0,0.004305582357709467,0.0,7.133740319225795e-05,0.0,0.0,0.0,0.0002854498575366655,0.0,3.927585286214395e-05,0.0,7.867463288619155e-05,0.0,0.0,0.0,0.000330674708115347,0.0,0.0,0.0,0.0003085348473412768,0.0,3.6964360029150604e-05,0.0,4.675472877994199e-05,0.0,0.00017776307736537075,0.00011155971816952528,0.00010682292539634275,0.0,0.0,0.002567160148076629,0.035530760138050614,0.0015890486691831826,0.026592717487086096,0.000121818941549,0.00506610301334926,0.00023743946286119633,0.002880208061474862,0.0,0.0,0.0,0.00018871583201231188,5.323389104217304e-05,0.00132896433798464,5.207057917110353e-05,0.0013328413111580604,0.0,0.00047512410951263756,0.0,0.0005936520004926717,0.00010559548976206196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013144162901384399,0.0,0.0,0.00010035918939732662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1354933967377468,0.1354933967377468
OFCpost_L,9.377367173124318e-05,0.0,0.0076505037048632376,0.001061658192681656,0.013070387510000794,0.0005127016804674848,0.0003139184216222781,0.00011899588748540862,0.008727047782551131,0.00027028295510728227,0.05530591421229316,0.00037907642298503415,0.00035597274604863175,4.3897425618123546e-05,0.0003857840775413214,0.0,0.04286975970133188,0.0002532986672465146,0.003078154797770337,0.0011873488149784556,0.007072843877956142,0.0005964286001506848,0.021571842058336232,0.00039475311851187145,0.18252173364769952,0.0004824220531240805,0.08357518662694284,0.0008706035635500247,0.0,0.0002463878769421473,0.049608768327189696,0.0,0.12230325572011753,6.860014150326042e-05,0.0035357597152419484,0.0009617929230961923,0.0004181207541782749,0.0,0.0,0.0,0.0032137346685708027,0.0,0.027400069547817,0.0,0.01146574261330958,0.0,0.00024527103145046927,0.0,0.0,6.611886398439361e-05,0.0006508027933854199,0.0,0.00013949796204986762,0.0,0.0002447348560503388,0.0,0.00039650351444731616,0.0,0.0008034376135121085,0.0,0.00011802272775718183,0.0,0.0,0.0002837122496341679,0.0001635994847269107,0.0,0.0001245273184082725,0.0,0.00013642214477200903,0.0,0.0002938503778452223,4.734388032280351e-05,0.0,0.0,0.024687843917693356,0.0007170277932537487,0.04233490356002026,0.0002155612179409288,0.005111441100283358,0.0,0.002567001810356583,0.00011742821992836061,0.0,0.0,0.0008140358873980735,0.0,0.04573891677100166,0.0,0.0015497510279715225,4.911013357875455e-05,0.0010407590864138835,5.82356523369731e-05,0.0019186282642785816,0.00023412970919535554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028122140902948824,0.0,0.0,0.0,0.0,0.00024439145904950435,0.0,0.0,0.0,0.0,0.0,0.0,0.13788537127912323,0.13788537127912323,0.0,0.0
OFCpost_R,9.696310453527883e-05,0.00034669693597311473,0.0006667844659364524,0.008037711428931378,0.0010909253742143424,0.008675943961109243,0.00044975776496391714,0.001362488318023887,0.0003565653660061717,0.016597331239544825,0.0003676280362708824,0.13749911048359664,0.0,0.0,0.00017042908459238582,0.0002779746495971078,0.0008577267208272521,0.031067064920526424,0.001013562783929478,0.0025249608846276647,0.0009717582971155962,0.005469858176653293,0.0007081825575247687,0.02088453305895228,0.0,0.22199649336638472,0.0004834161350959745,0.03965543509892905,0.0002463878769421473,0.0,0.00020248598908281494,0.04211249692480602,0.00038243091480983347,0.08688860148586187,0.001500369032945778,0.0016726888226216215,0.00011126675088039104,0.00033713552649511076,4.715576372827638e-05,6.792037213891593e-05,4.107610376623609e-05,0.0029569233473953765,0.0,0.0007975551862080321,0.0,0.01728637480947392,8.44054477621998e-05,0.0005098110940950719,0.0,0.00015113824908365067,0.0,0.0009776312690981826,0.0,0.00018751805152309855,0.0,0.00032590417712665207,0.0,5.485576006221191e-05,0.0,0.0010188008803662563,3.8195188243957256e-05,0.0002240482211139988,0.0,0.0002801766059830964,0.0,7.030791864475823e-05,0.0,0.00013398227270064363,0.0,0.00028117337807178396,0.0001571935822476834,0.0007534366840777542,7.161272108011502e-05,0.0,0.0013628382447444165,0.026114378300851854,0.0005263913335977431,0.03794356569908028,0.0,0.007107771715799564,0.00019948654477950197,0.004878334138369707,0.0,6.975850419803337e-05,0.0,0.0008164093566903676,0.0,0.011726246163688066,7.157379820330457e-05,0.003238700097909326,0.0,0.0027248025447802688,0.0,0.0020791566733578157,0.0,0.0,0.0,0.0,0.0,0.00021647226949790424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012701517354208854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13927332516223936,0.13927332516223936
OFClat_L,0.00018906848876234657,0.0,0.010667296591333234,0.0019237282707141312,0.03223498074288956,0.001875504127500448,5.081866107923917e-05,0.0,0.011411044049463843,4.658885553985138e-05,0.03942245602532744,0.0006920611146473384,0.00010151562031683535,0.0,0.0003674613328463803,0.0,0.002338930230210739,0.0002665345607357948,0.005434573024246342,0.0021995095571321578,0.004528688782504389,0.0026187970756310947,0.002431485752000169,0.0006477719258038942,0.011543094363301837,0.0005330358542260796,0.02681334427876587,0.0018993346668101645,0.049608768327189696,0.00020248598908281494,0.0,0.0003241274946790376,0.013196395817529303,5.985172603121931e-05,0.004125727965987236,0.001956694502532373,0.0002080185734830571,0.0,0.0,0.000135007813872191,0.0004339781106050238,0.0,0.0006971200349370941,0.0,0.0010956138446670221,0.0,9.156997914227897e-05,0.0,0.0,0.0,5.767309862543479e-05,0.00013302708167539046,0.00013312432899834835,0.0,0.00010571258966800342,0.0,0.0,0.0,7.037777387342264e-05,0.0,7.666948608341829e-05,9.926542941830984e-05,4.0271064363789405e-05,0.0,0.0,0.0,0.0,0.0,8.314746293810087e-05,0.0,0.0001682184791216909,0.0,0.0,0.0,0.010599144019009304,0.00039455920260028014,0.013055103216302672,0.0004038163574741757,0.004124250201814128,0.0,0.0019299340428724989,0.00019080806835282047,0.0,0.0,0.0,0.0,0.0004932170487852943,0.0,0.00032564407396463616,0.0,0.0,0.0,8.236496623543121e-05,0.0,0.0,0.0,0.0,0.0,7.955572596148719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12668250635947037,0.12668250635947037,0.0,0.0
OFClat_R,0.0,0.00019275172164010792,0.0010900312795730908,0.01200892487364319,0.0017633979125034449,0.011800948839128658,0.0,0.0011937251381467673,0.0002249479095218477,0.013553410736376604,0.0006635532165839825,0.11480809997382684,0.0,0.00025088525331198056,0.00010660538515047782,0.00022405657883590625,0.0,0.001927197367900377,0.0012557274768511702,0.003383413657600177,0.00104419074946747,0.0023023700203170954,0.0007141213974560847,0.001294145900885004,0.0002672832274237136,0.0068934352353935795,0.0006318382323240403,0.03763586557023415,0.0,0.04211249692480602,0.0003241274946790376,0.0,0.0005560899595740908,0.01114987219265191,0.002394620650894665,0.0023598230961259835,0.0,0.00031806449827428675,0.0,4.351414384411786e-05,0.0,0.00016612564808177194,0.0,0.0,0.0,0.0015857748209931264,0.0,0.00011340632768868641,0.0,6.007340921659716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001154722176479587,0.0,0.00014190529328708212,0.0,6.499950000058398e-05,0.0,0.0,0.0,5.448394121911259e-05,6.265552620250829e-05,6.71669159255481e-05,0.0,0.00013698421154846065,0.0,0.0,0.00043424012558594867,0.009488481070291297,0.0001407520194630984,0.010435138462349796,0.00013895264264740062,0.0012618894567818532,0.0,0.0014768073217169358,0.0,0.0,0.0,0.00018125173577179343,0.0,0.0005364623046794697,0.0,0.0005359983712881844,0.0,0.00029531018129790227,0.0,0.0003534533997849922,0.0,0.0,0.0,0.0,0.0002055172198700195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.570176246657525e-05,0.0,0.0,0.0,0.12984537437939236,0.12984537437939236
Insula_L,0.04543260556063153,0.0021844847758879203,0.040663959389894797,0.0057737392217235995,0.028703284159697067,0.006428383142675728,0.07146136563004354,0.0004679317390158894,0.1823107439320178,0.0016174271941816363,0.06388163859068945,0.0011707509340570486,0.15667483903586857,0.0010727055125173037,0.014824852710084184,0.003544716964001726,0.017992833077968232,0.0002813031183336373,0.023754872618551224,0.003939821941009381,0.005544867022508164,0.0018885334327920532,0.008160901443982852,0.00016415036796144043,0.04233979717383046,0.0003874743649323903,0.013256132878330018,0.0011274024519156477,0.12230325572011753,0.00038243091480983347,0.013196395817529303,0.0005560899595740908,0.0,0.0006281036437596578,0.013048558712939511,0.0030914205100468096,0.0110007152944121,0.002398009128393789,0.0023304571346221947,0.00024185420794323057,0.014404036662433688,0.00043787465298117227,0.005413953785915602,0.00042174993327008113,0.013406179690354469,6.470695977746882e-05,0.0008722866826180056,9.76387229775681e-05,0.0007325283060869674,0.0002840416492468786,0.0037228005643926377,0.0,0.002530804752260622,0.00014781681097135015,0.008932214756398936,0.00012593385834669513,0.001883535435266,5.160274231657813e-05,0.0029192486648207893,0.00021314623543681018,0.059434909185431636,0.001527022674214335,0.01855120474351831,0.002692207133987325,0.01944493902885837,0.0002383343976650382,0.031099269482095144,0.0005965710047160783,0.004800304311312088,0.00034031078230382033,0.009106450360245395,0.0035349423408158414,0.011761110388650992,0.0009338063169826353,0.04689582267972288,0.0019323521345768918,0.3998443827463673,0.0014372551252102293,0.028530364458011243,0.0009576729812880476,0.046012866079900676,0.003397281301469912,0.017588871573925358,0.00012801179396247007,0.08660705615324388,0.00020935377343992676,0.07838327933984915,0.0,0.02676369092519325,0.00036169630479358566,0.002006066898550871,0.0,0.005611380689070912,0.00010040324904018044,0.0,0.0,0.0,0.0,0.0002005200605109208,0.0,0.00010579419120782996,0.0,0.0,0.00011906935880578664,0.0,0.0,6.654354322335801e-05,0.00020781232055216636,0.00023627529685808825,0.0003176081522895661,0.0001287375826838311,0.0,0.0,0.00017747406143473103,0.0,0.0,0.0,0.0,0.0,0.0,0.1553349207026839,0.1553349207026839,0.0,0.0
Insula_R,0.0021161349270020385,0.029998614482286516,0.0037306432207333314,0.03206220244795134,0.006128358787138568,0.03182592567432291,0.000801054205954507,0.06447233952906833,0.002389022126702804,0.05967461951796755,0.0003691186483460076,0.09419462866278479,0.0004209260790151652,0.12701304803052002,0.0022427170276618173,0.013970992006390919,0.00018938546753906124,0.012574068086019033,0.0017217497478176544,0.010283570736519195,0.000388412856478913,0.0025756451556140946,0.000324261114456504,0.002934138461272813,0.00034161630715926514,0.028721653554369935,0.00010383760620183194,0.012131325491084085,6.860014150326042e-05,0.08688860148586187,5.985172603121931e-05,0.01114987219265191,0.0006281036437596578,0.0,0.0029183592220061324,0.0059377742419471505,0.0025783613194434907,0.013097275917841752,0.0009566953872575105,0.0007622484969016463,0.00022639156828249525,0.009427833061706664,0.0,0.0021277812288815414,0.0,0.019661561118703628,0.00021659773111702498,0.001909787961760801,0.0004821734687707678,0.001589516462133721,0.0,0.00302196112368684,0.00023452120500550466,0.0032166592525913608,0.00018159906816603736,0.0036884328056726082,0.0001072419529952782,0.000908958638127261,0.00018052395141482787,0.0023180756086562102,0.001259065975652244,0.03639770129118465,0.002306879150980638,0.02094779955697738,0.0010333933470697185,0.007493749350038068,0.00044272237116373944,0.020974184645562693,0.0007322100501034657,0.004697800983083475,0.003501406083626357,0.020300104794419616,0.0004258233847512072,0.0019433888775438409,0.001927822333119774,0.03794154503022376,0.0015135217483430994,0.5667390220708542,0.0006394707681920361,0.03193431886958515,0.002064376133963819,0.022946784655217746,6.299255313449635e-05,0.02140006594765038,0.0002925677189825223,0.05152826951042015,0.00021349130078900937,0.040271654074110264,0.0007117171873929531,0.025592132848333903,0.0,0.007272860491490827,0.0006597357053690034,0.00851465619671779,0.0,0.00012481760356315572,0.0,0.0,0.0,0.00018146850969358658,6.819141138403906e-05,0.0,0.0,0.00022268506629359594,0.0,0.0,0.00023976239866874038,6.620396586906866e-05,0.00010650162008163895,0.0002010870604985841,0.0,0.0,0.0,0.00025360891673997506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15975085694465732,0.15975085694465732
Cingulate_Ant_L,0.006747423335135457,0.0024238812268734945,0.037428316825250024,0.03339403318520487,0.04197198587435082,0.03567110620531924,0.004733336176657726,0.0036761497882712895,0.019020607689048737,0.011512698769573523,0.005752105585850525,0.006392752745309366,0.00010285472373694487,0.0008971397097767973,0.020016818321624028,0.023208756618220874,0.027792702946094844,0.00781453308142931,0.21937122018979602,0.03575271300165,0.1776224035189459,0.025863042476924655,0.09909632290529223,0.015635104876369356,0.013068452753257022,0.008744198941469798,0.005781222571856415,0.009006403962781285,0.0035357597152419484,0.001500369032945778,0.004125727965987236,0.002394620650894665,0.013048558712939511,0.0029183592220061324,0.0,0.12379435838234418,0.13352651594329987,0.03242999653706956,0.016045382894381514,0.00018489627327520302,0.0007168227137565926,0.0,0.00019540463180341732,5.1987588668896955e-05,0.00035300269745775875,0.001032136747216729,0.00018603059255222602,0.0,0.00024643689773511194,0.0,0.0002886120858361546,0.0,9.004933674259142e-05,5.629069390400081e-05,0.00011730775937206292,0.00010778101807576327,0.0,0.0,0.0,0.0,0.0016429051666034696,0.0003488704226215842,0.002622865158852454,0.0007381832708449589,0.001313359796658683,8.032030584770879e-05,0.0004233445858117598,0.0001452130433347768,0.0001018682251803442,0.0002825043392986313,0.012762910094088007,0.0010216717777978062,0.00163171753362855,0.00040922415877140414,0.069756549329274,0.010294926717322355,0.02061946111950668,0.00853170606116449,0.006413886618149537,0.002485964157326115,0.0099620634874399,0.0056071215377099665,0.0001570965823835414,0.0,0.0005322388253049448,0.0001382815024114049,0.0009874804572127522,6.61148727131866e-05,0.00035598523074496726,0.00010063668252799143,0.0,0.0,0.00034688897199596695,0.0001777701399197708,0.0,0.0,0.0,0.0,0.00012576649636244426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022949739193728647,6.20380765467893e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457327889118915,0.1457327889118915,0.0,0.0
Cingulate_Ant_R,0.0019753758389976363,0.0010420604483734595,0.01862738127567746,0.053014053049413194,0.024846346537115187,0.049426638216398235,0.0014332204648939602,0.005675154515583452,0.008243685405887047,0.017146021937087842,0.002479746375432681,0.009094285117274836,0.00021743921880813344,0.0006706574518299377,0.009807438651419595,0.013789804550041952,0.0063808444204664135,0.01672074388770424,0.021931255000776324,0.2473002591051271,0.012727519268784572,0.15814856591442367,0.007419479348352676,0.0299054428139915,0.0023786082216077035,0.0067430155548216745,0.002186168561498189,0.007574822186124219,0.0009617929230961923,0.0016726888226216215,0.001956694502532373,0.0023598230961259835,0.0030914205100468096,0.0059377742419471505,0.12379435838234418,0.0,0.006767474711363945,0.2269202044107922,0.00040772952349490054,0.008595424063762288,0.0003554209448217256,0.0009301462454516872,0.0,7.364982599144263e-05,0.0,0.0008621376941579953,6.146718107842858e-05,0.00021528276291390305,0.0,0.00033815568344180004,5.214161182477407e-05,0.0006871163247577478,0.0,0.00016223160424139974,7.688671501012895e-05,0.0,0.0,0.0,0.0,0.0,0.00032748768204784957,0.0006078214762648911,0.00026776536101170295,0.0007074217174596689,0.00030625119761622265,0.0002291054570873036,0.00016950219966253258,0.0005293835696652553,9.073155674745712e-05,0.0001742768935470963,0.0007941150417031299,0.017432725720325757,0.0003860288661957164,0.00030518549228252055,0.00800264117055747,0.020337703742623066,0.005834854823695214,0.01776145496710797,0.0009791283390501216,0.004206395001547245,0.0030435692273980057,0.008442202482864192,0.0,0.0,6.532192287122579e-05,4.782461297459867e-05,0.0,6.577219813244061e-05,0.00012589181429580086,0.0005002805770562098,0.0,0.0,4.2919336669956115e-05,0.0005295742646209821,0.0,0.0,0.0,6.973037371856656e-05,0.0,7.721605076250134e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018621354045053945,0.0,0.0,0.0,0.0,5.7776436628254586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1473833290061385,0.1473833290061385
Cingulate_Mid_L,0.022114333906580904,0.012645561412212262,0.04512101036218835,0.01649911044953082,0.025032866271927585,0.009373507893256165,0.00997404035438331,0.0032827671924664627,0.01563556701767992,0.002430145906203617,0.0010972693161993535,0.0008202999201422477,0.003217040259340775,0.002050891312871899,0.1872160361698149,0.03305340011573357,0.00039016567112471086,6.37552531319794e-05,0.0928343417024562,0.002572211109771601,0.002944745404199842,0.00020872450163889265,0.0006389026546397068,0.00016092147745025236,6.78630175716716e-05,8.014205168433409e-05,0.00023480598619739424,0.00010617556515419875,0.0004181207541782749,0.00011126675088039104,0.0002080185734830571,0.0,0.0110007152944121,0.0025783613194434907,0.13352651594329987,0.006767474711363945,0.0,0.038922414976430196,0.11616384212551852,0.0007932616759889089,0.0030136645001590623,0.0014234381066244883,0.0002750277064752517,0.00033931911105973507,0.00018052955515960347,5.444523387094734e-05,0.0011291726724951788,0.0001655056919077345,0.0011766512821688442,0.0001047414375491936,0.0019423160278346759,0.00012669902494978416,0.0008358238936676216,5.683083662771195e-05,0.0013418547310731555,9.131480120893226e-05,0.0,0.0,0.0007016439692255377,5.012513779431532e-05,0.03180045652261038,0.009664713890284641,0.022513022492341283,0.00603817034661188,0.0031073899293952247,0.0010700186645749218,0.0033152699578721453,0.0014125995143078728,0.0012588052538431895,0.00041205776974733674,0.2444747603160783,0.0127769381950428,0.049194742533453066,0.0033011627299656785,0.018378031049306524,0.0035660550222942895,0.026678448966855225,0.005620863743908208,0.01058050462681316,0.0012781853381673852,0.03021680745665337,0.008955301813682032,0.00025743043119997406,0.00010780187246781977,0.003164063382216703,0.0007344443238124182,0.00044377124530676164,0.00019874178953736601,0.002406371839390199,0.0010246441213696228,0.0,0.0,0.00105272431481044,0.0004605505374870686,0.0,0.0,0.0,0.0,6.736238444163846e-05,0.00027003826623466756,0.00020796248814005695,0.0,0.0,0.0,0.0,0.0,0.00020804253707538435,0.0,0.0,0.0001415750674812308,0.0001674939157205911,0.0,0.0,0.0002445309539781881,0.0,0.0,0.0,0.0,0.0,0.0,0.14153693096443837,0.14153693096443837,0.0,0.0
