,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Ant_L,Cingulate_Ant_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebelum_Crus1_L,Cerebelum_Crus1_R,Cerebelum_Crus2_L,Cerebelum_Crus2_R,Cerebelum_3_L,Cerebelum_3_R,Cerebelum_4_5_L,Cerebelum_4_5_R,Cerebelum_6_L,Cerebelum_6_R,Cerebelum_7b_L,Cerebelum_7b_R,Cerebelum_8_L,Cerebelum_8_R,Cerebelum_9_L,Cerebelum_9_R,Cerebelum_10_L,Cerebelum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Nigra_L,VTA_L,Nigra_R,VTA_R
Parietal_Sup_L,0.028107612827423738,0.004337421458530139,0.016466730615278223,0.0025908330082260495,0.008968183645493812,0.0015792138456536932,0.003697806353997446,0.0005758346784532125,0.004005664042265746,0.00022300051242216806,0.00017388258389074536,0.0,0.007995826438177249,0.0008890086202310672,0.012999681617712712,0.005085130448905961,0.001740834769435342,0.0002673477064100632,0.0020685344598271567,0.00010038673715119716,0.0,0.0,0.0002023717110056161,0.0,0.00030422415070833786,0.0,0.0,0.0,0.0,0.0,4.0271064363789405e-05,0.0,0.01855120474351831,0.002306879150980638,0.002622865158852454,0.00026776536101170295,0.022513022492341283,0.014288229662943852,0.014632711245829131,0.002647532045095964,0.014687934282667852,0.0047091755073326745,0.0016380668518558663,0.0004280462154856086,0.002223467162552028,0.0015957010366507087,0.01662548449719631,0.005199411998510001,0.034150541515682094,0.003523300365474345,0.00799611103577067,0.00161151072133416,0.134374921493255,0.003533804541150328,0.15782715906976302,0.003952176873135323,0.00356188401616233,0.0009310808495000551,0.005823491488974855,0.0013949275064705155,0.2171063619842416,0.010379070589143466,0.0,0.01899046104687059,0.4829391943593719,0.004998751984074215,0.027655725220362023,0.0035706379196322837,0.12103987908375383,0.0037404586746236598,0.5285892685744364,0.03629162142873153,0.022866555326405875,0.001359343763073306,0.011096683933813455,0.0014500782573963753,0.02914250060621512,0.003342609614844503,0.00937414508773054,0.0021125012657126673,0.06805654461770012,0.008174344041416667,0.0026755509046721467,0.0009673775696380589,0.02252705983708018,0.007377644567790327,0.0025871845951982897,0.0001958944326233957,0.03714205805677784,0.00561773669866441,0.0007112424755737744,0.0003161904128441359,0.01540509556997393,0.0016389998713695702,7.969015197573802e-05,0.0,0.0,0.0,0.00038159056063974807,0.00018810018241990727,0.0004748707595815025,0.0,8.617968755183616e-05,0.0,0.0,0.0,0.00011196117619260759,0.0001213692809435511,0.00016721277456804262,0.0,7.288121891257308e-05,0.0,8.846843413022102e-05,0.00043912383306098915,9.163996209162209e-05,0.0,0.0,0.0,0.0,0.0,0.11894513776065337,0.11894513776065337,0.0,0.0
Parietal_Sup_R,0.003943624273419958,0.027285588326888297,0.0019393983247656791,0.014086942625788279,0.0005339823642364575,0.014086227833019107,0.0004608493200583514,0.008634321001301128,0.0003759537880959188,0.004050635239576679,0.0,0.00034085691392997717,0.0012569247185187694,0.011291594358433476,0.002606174117669804,0.01536408492505119,5.2131829219045804e-05,0.0006515438287627917,0.00013411403254572792,0.0010390222887394402,9.358105298279464e-05,0.0,0.0,0.00043206804386494404,9.024632992428283e-05,0.00043628037961025864,0.0,0.0003085348473412768,0.0002837122496341679,0.0002801766059830964,0.0,6.499950000058398e-05,0.002692207133987325,0.02094779955697738,0.0007381832708449589,0.0007074217174596689,0.00603817034661188,0.01603314247581773,0.004701090564864636,0.005354014926442663,0.005292888991069889,0.021827437809926763,0.0003387049621853045,0.003985194859767306,0.0005535099340142918,0.003176448432475168,0.002444403138055856,0.018697893683111255,0.0028945312411012528,0.08220377520748,0.0020072352354323906,0.0047896396346470554,0.005368157976008221,0.17307641406450291,0.009157867999377197,0.12032928405423454,0.0017784111749389936,0.004525352207496036,0.002204658819845688,0.006381530037043072,0.0059723120248293265,0.2589640637944874,0.01899046104687059,0.0,0.007996806961800851,0.26524762064002555,0.00220770856214875,0.07278964230792062,0.0037471290986021287,0.2381757840044592,0.02416873299804383,0.3399106043572483,0.00247837442784182,0.009476784334708837,0.0008548598505883514,0.0074694970291522885,0.003294375932492622,0.027934508250055605,0.0009184749861533379,0.010846049763390564,0.01006767618756341,0.04382247852122562,0.0002130293710158702,0.00729671171157231,0.0034920556168229143,0.040138343648100615,0.0006233978831201101,0.002253849605041724,0.008604586453883912,0.051241582478547355,0.00019360550643780552,0.0007239942977128942,0.0034377044053277984,0.011531790328893425,7.948921541809411e-05,9.668118508484535e-05,0.00017066828945836227,0.0,0.0001379599975331412,0.0004523160420869081,5.49180119192271e-05,0.0,0.0,9.333747368357544e-05,0.0,0.0,0.0,0.00039530555435089953,8.00015110425942e-05,0.00030913461566554895,5.114029766945326e-05,0.0,0.0003573879151154044,5.939739164718704e-05,0.0,0.00019755478548041193,0.0,7.727804318688797e-05,0.0,0.0,0.0,0.0,0.1195489857472398,0.1195489857472398
Parietal_Inf_L,0.08124129603319494,0.0012886803458934117,0.00878534498827266,0.0023989513158574516,0.015510800514361905,0.0011926678104913283,0.013548187435582143,0.0003459785829900123,0.008960097499657505,0.0003838817818062805,0.0001584470689091331,0.00021953725047443493,0.01778643803786533,0.0004434087580557443,0.004161021959059912,0.0017351967077109008,0.0007838435451646938,0.0,0.0014261737219141042,0.0002457476251540239,4.2960738126186124e-05,5.239885324533472e-05,0.0,0.0,5.676674080339915e-05,0.0,0.00023233379680306506,0.0,0.0001635994847269107,0.0,0.0,0.0,0.01944493902885837,0.0010333933470697185,0.001313359796658683,0.00030625119761622265,0.0031073899293952247,0.004402577619916867,0.004416328207784642,0.0008812181138399709,0.01177171107326477,0.0016011940116754937,0.0012395125264719027,0.00032676264368547534,0.0014301175548671538,0.00016834184931469802,0.0017145269598430387,0.001083859598857738,0.0011779751189765874,0.0011649341911032262,0.0018489146139863595,0.0007772437108087914,0.008469908035633168,0.0006614499803000262,0.09683632763663642,0.0009283347910493178,0.0023993667433297584,5.66259008163186e-05,0.0039734517296483255,0.0005728223423439012,0.40698495250181616,0.0035759420077471978,0.4829391943593719,0.007996806961800851,0.0,0.000733695665107041,0.40729618621082714,0.0007201755252562144,0.34174424117931657,0.0014693991272209392,0.027508257472000985,0.011673464862844417,0.002842828285947218,0.000540150594497851,0.01129369783020243,0.0005575716910707809,0.029477482841894106,0.001340669535062066,0.00910846551715635,0.00013511460033333324,0.04882469023098121,0.0032424036902615207,0.0021043723673748334,6.896812872600106e-05,0.03617993830843877,0.0015203023274156127,0.002332766160849581,0.0002128496081519792,0.08990792115832512,0.0015008789777115285,0.00027253123817817104,0.00013336768478637993,0.016005829328868727,0.0007276530002378181,0.0001738691612456763,5.458864822795638e-05,7.960557693886225e-05,0.0,0.00028974933470624314,0.0,0.00023964834410273,0.0,0.0,0.0,0.00013511853173547183,0.0,0.0001684297051765062,5.3772149885874484e-05,0.0,6.878328497386368e-05,3.854936167705054e-05,0.0,9.587834886410491e-05,0.0,0.00016505338508947576,5.640689178264946e-05,0.0,0.0,0.0,0.0,0.1255569009804936,0.1255569009804936,0.0,0.0
Parietal_Inf_R,0.001176923734323975,0.03261057844573355,0.0003487480702027351,0.004394043092677532,0.00016482995372730976,0.0166121241917923,0.00025014950636895747,0.02043076295086502,0.00034366630786786235,0.007937012290991538,0.0,0.00039029816137242646,0.0003155799798432,0.01675577514736711,0.00035160746479066536,0.0025750368419781727,0.00018615815757127172,0.00021611455580725105,0.0002654883288143102,0.0003794221269406262,0.0,4.82138297688892e-05,0.0,0.0,0.0,7.242516029937945e-05,0.0,3.6964360029150604e-05,0.0,7.030791864475823e-05,0.0,0.0,0.0002383343976650382,0.007493749350038068,8.032030584770879e-05,0.0002291054570873036,0.0010700186645749218,0.0017506734445415454,0.0016402576606213738,0.000375457265975228,0.0011481513985780714,0.0070788886661816465,0.0003123925027620548,0.0008444831960274249,8.020636702856323e-05,0.0014788946328287663,0.0,0.0003260207621586085,0.0001932130726789229,0.0012882676444593393,0.00018917950996223893,0.0009223582455789091,0.00023014552648604417,0.00412278532146448,0.0007716625326816031,0.007089016297349433,0.0002786878857705217,0.00013609168747242748,0.0003926842989595331,0.0004541203561050898,0.0007363205765028335,0.23350409268430927,0.004998751984074215,0.26524762064002555,0.000733695665107041,0.0,0.0004640172239454961,0.3543374458541776,0.00035636309636394515,0.19012996181193062,0.005354893644711594,0.012652627131691059,0.00030115577715127985,0.00039571477539647964,5.7921307799254105e-05,0.003907857015363918,0.000713010299394945,0.00939177102033309,0.0,0.0027734471245116237,0.001989717103073874,0.013312269397409844,5.895879085425262e-05,0.001462814938648167,0.001076224616340493,0.02110637417094908,0.00015336731019240652,0.0008143606411710992,0.0015844033004682719,0.03314843231510185,0.0,0.0003464925709135037,0.0007448340298301917,0.0034733949192210668,0.0,0.0002124247293494537,0.0,0.0,0.0,9.08262855782835e-05,0.0,0.0,6.159326932712801e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.058787667815317e-05,0.00015195505475361457,4.8923844986440274e-05,0.0,0.0,0.0,6.114613519635319e-05,0.0,0.0,0.0,0.137157653239083,0.137157653239083
SupraMarginal_L,0.020604530005415074,0.00034548002532100696,0.002320421546159713,0.0003826268662697406,0.003197695154517447,0.0003016809246690665,0.011852128191386873,0.0001695529207370304,0.004942012946684261,7.661011193294325e-05,0.0001372207023500155,0.0,0.09133681255476479,0.00014167695665260203,0.0011362135542932657,0.0004954470877554965,0.00031940037275598993,0.00027944872583562285,0.000308582283599572,0.00010599135601418331,6.0292082983484855e-05,0.0,5.853316568401215e-05,0.0,0.0,0.0,0.0,0.0,0.0001245273184082725,0.0,0.0,0.0,0.031099269482095144,0.00044272237116373944,0.0004233445858117598,0.00016950219966253258,0.0033152699578721453,0.0023392382745268544,0.0017272707814790262,0.0001504961932409403,0.004614919111305303,0.0008501392982977091,0.00040107466148286763,0.0,0.0007098752197222056,0.00012012596803240899,0.00041941381828501217,8.136374787061933e-05,0.00024407893453145602,0.00012386285556900665,0.0005171690664254676,0.0,0.0006745413977541563,0.0003390994833790286,0.0017150223843641578,5.467176245957036e-05,0.00011948814692844958,0.0,0.0006802002779492003,7.687522014905296e-05,0.28820433347460583,0.0019541161932192016,0.027655725220362023,0.00220770856214875,0.40729618621082714,0.0004640172239454961,0.0,0.0006725717932214804,0.07947325971275357,0.00044901153295143366,0.014486612323884821,0.005446100450104202,0.0032545437842322,0.0004803448000156825,0.004890884155849695,8.774070565105333e-05,0.013820169969759852,0.0011718212373351825,0.0065694424620828685,0.0006637132705506522,0.02180925765339558,0.0021291410948944683,0.0041681585315851855,0.00032576997861486016,0.1409429196420079,0.0006507810409573422,0.00416876808251519,7.053069543844663e-05,0.10226685127676713,0.0006133750946643935,0.00020820925247369912,0.0001542217136371412,0.00503606358469836,0.00021437886371493064,4.5660398049142556e-05,0.0,0.0,0.0,0.0,0.0,9.549377391822812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.149921502113566e-05,0.0,0.0001247498716907734,0.0,0.0,0.0002006199859768588,0.0,0.0,0.0,0.0,0.0,0.0,0.12839712944544615,0.12839712944544615,0.0,0.0
SupraMarginal_R,0.0006926831023784208,0.02521878169634909,0.0,0.002592130562512895,0.00027045123508391073,0.007648509298571289,0.00015699074584494532,0.021788792865286757,0.00016994380987395645,0.008651355714882323,0.0,0.0005150201739901752,0.00017342590663051562,0.1816881898036307,0.0004212481785928393,0.001970643747941932,0.00010827193246040757,0.00022713659493107298,3.81164364717724e-05,0.0004707362057294693,0.0,4.373318480795665e-05,0.0,0.0,0.00018018734356631765,0.0,0.0,4.675472877994199e-05,0.0,0.00013398227270064363,0.0,5.448394121911259e-05,0.0005965710047160783,0.020974184645562693,0.0001452130433347768,0.0005293835696652553,0.0014125995143078728,0.004140326251964121,0.0005916244666496985,0.0007939177092633859,0.0006234754933887298,0.005513660865458052,0.0,0.0014678388714545266,0.0001267501212037758,0.0006283254147530021,7.360605771138687e-05,0.00018306639516494242,8.884632768809734e-05,0.0012098894233293334,0.0,0.0005478593357070017,0.000204330375463913,0.002000740255762367,0.0007508412841412656,0.0024556569702550253,4.804115540266186e-05,0.0,4.587107330853147e-05,0.0005744156218882849,0.0013066968403486416,0.3537840829186818,0.0035706379196322837,0.07278964230792062,0.0007201755252562144,0.3543374458541776,0.0006725717932214804,0.0,0.0007133024604472956,0.05516446067103768,0.0037156441352931067,0.017342700243402526,0.00018955173990627271,0.00133134717878173,0.00011353522579231569,0.005083589722429571,0.0005158081986034667,0.022309513332902067,0.0003576472798922472,0.005266897154453965,0.0010352256079688904,0.025262113331334827,8.72561174312723e-05,0.008098611550153078,0.0011142033499643533,0.23896085009195944,0.0,0.0022005137729416446,0.0012322527314306557,0.09091822361250011,0.000148403134698562,0.0004098368189016745,0.0007203524543175477,0.005247062033282012,0.0,5.501006260707349e-05,0.0,0.0,0.00021735088399377992,0.00026760913866539035,0.0003451818174927774,0.0,0.0,6.448319314852098e-05,0.0,0.0,0.0,0.00027232456616380237,0.00010022385337324051,4.69947159350749e-05,6.788829030095419e-05,7.074967254194612e-05,0.0,0.0,0.0,0.000125247966372319,0.0,0.0,0.0,0.0,0.0,0.0,0.1368509502034637,0.1368509502034637
Angular_L,0.01648169355177511,0.00044510709983210903,0.002254055071692188,0.000906886912929485,0.006585976618368185,0.0002590931069768328,0.003070497092946113,0.00017471663584359633,0.003994898198849427,9.317574338299763e-05,4.732280241955939e-05,0.0,0.002547726161634787,0.00017035629577938347,0.0015038605930063635,0.0005356020939351295,0.00024828901919980945,0.0,0.00038248144829458483,4.4792839374509806e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00020468002279545763,0.0,0.00013642214477200903,0.0,8.314746293810087e-05,6.265552620250829e-05,0.004800304311312088,0.0007322100501034657,0.0001018682251803442,9.073155674745712e-05,0.0012588052538431895,0.0010438692525717482,0.0035786365388866446,0.0004803137559082335,0.010180613812291723,0.0005324128207819418,0.0006389787322601827,0.0,0.0006414308535428825,0.0002767794913730776,0.0020845627424433493,0.001315337064432076,0.001873714409561074,0.0008302888945482985,0.001958721274042547,0.0006431506005067296,0.005309350845477285,0.0013052003172008583,0.17497366726342153,0.0007635434089669529,0.0049789412894820344,0.000337683823385898,0.005695976392749009,0.0008613416071768661,0.01976042019280902,0.0005556542764004086,0.12103987908375383,0.0037471290986021287,0.34174424117931657,0.00035636309636394515,0.07947325971275357,0.0007133024604472956,0.0,0.00043662613944364713,0.013958555153423495,0.006222177947387761,0.00037214539693564694,0.0002636478858091647,0.002619500213888367,0.0004905714865522775,0.010580735733389855,0.0008110557947732079,0.0015706600286006143,0.0005335275868213215,0.02194772101009704,0.0015779812413231967,0.000824928298015635,0.00028607750089904775,0.03192764391750952,0.00032708919353054497,0.0012868069808877147,0.00014363697814311034,0.3374991342815511,0.0010076786244136973,0.0002042424737024869,8.818438334096301e-05,0.03226612938372595,0.00046589300167463845,5.000387100123386e-05,0.0,0.0,0.0,0.00040822646070779573,0.00010501582946213065,0.00020199869877242686,0.0,6.130948196176971e-05,0.0,0.0,0.0,0.0,0.0,8.72742298200095e-05,0.0,0.0,0.0,0.0,0.00016230830050891268,0.0,7.412256013573901e-05,0.0,0.0,0.0,0.0,0.12850567490339454,0.12850567490339454,0.0,0.0
Angular_R,0.0006807020485915283,0.018472431829569824,0.0002691623598163058,0.005213738754315399,0.0007739687251064347,0.013580968937399561,5.7013824438738007e-05,0.00919860584290865,0.00036589596027027647,0.003952300414952984,0.0,0.0005016100714908882,0.0,0.004701800280736844,0.0009100371434677256,0.0015874776848797628,6.837300624141405e-05,0.00012646622607409498,0.00011292933485801214,0.0001721423656968773,0.0,5.5097044380487076e-05,0.0,0.0,0.0,0.0003171395610847818,0.0,0.00017776307736537075,0.0,0.00028117337807178396,0.0,6.71669159255481e-05,0.00034031078230382033,0.004697800983083475,0.0002825043392986313,0.0001742768935470963,0.00041205776974733674,0.0010962055226845578,0.0011038524470852549,0.0013060927494776531,0.0014423855531149267,0.010455065047492733,0.0,0.0006863593282868192,0.0002477900504298692,0.0019561340761683915,0.0007156541373988006,0.001185244900178395,0.0005270867766841169,0.0033664100619649464,0.0003999637230725755,0.0014285155264562902,0.0006046985500129767,0.04429167858644924,0.0012139502065156484,0.1059396100171606,0.0006682966149110113,0.0003687493000997861,0.0010677737062329486,0.0027184867412572648,0.0010016772931490943,0.02742326137197793,0.0037404586746236598,0.2381757840044592,0.0014693991272209392,0.19012996181193062,0.00044901153295143366,0.05516446067103768,0.00043662613944364713,0.0,0.005229994124298187,0.023044738788402377,4.586778050978569e-05,0.0002258342790576786,0.0002854398474284795,0.0029720810499446223,0.0008536569492981786,0.01097400762330521,0.00028721743589465765,0.003220699959683506,0.002678119866428156,0.013300419919869556,0.0,0.0008192157591704845,0.0008634939520617532,0.05249574045584803,0.0002165300690918884,0.0005382316671356905,0.0016293407675462336,0.20747964802522167,0.0002857751261836785,0.0005556798963702866,0.0010582905576007713,0.014397855815763966,0.0,3.2539760498506374e-05,0.0,4.790446234636537e-05,0.0,0.00035300383896132354,6.053469639507193e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.30953260796806e-05,0.0001332939779810008,0.00018912605087569284,0.0,0.0001388904426769111,0.0002418678900209274,0.0006530288969622112,0.00012078521428020728,0.0,0.0,7.831170260407025e-05,0.00014185853155362178,0.0,0.0,0.0,0.1316177277343715,0.1316177277343715
Precuneus_L,0.011075801511059321,0.007054124564545347,0.010077964371606763,0.0027256431504004415,0.004159067609165799,0.001966572284113869,0.0020139253563342683,0.0008243553230949755,0.0035217438096163335,0.000834419401251328,0.000538275926342105,0.00022164866088182308,0.003939916362512334,0.0009097196657821085,0.01933602203911935,0.0055279555154778585,0.0010708207743843018,0.0002720989116635741,0.007877954097527876,0.00032502445305738136,0.00019425239171867644,0.0,0.0,0.0,0.00026415751526449773,7.046516674777055e-05,0.0,0.00011155971816952528,0.0002938503778452223,0.0001571935822476834,0.0001682184791216909,0.0,0.009106450360245395,0.003501406083626357,0.012762910094088007,0.0007941150417031299,0.2444747603160783,0.017345467108350002,0.1738553534628933,0.0068646072772921285,0.01833573358062956,0.007592566635533991,0.019174171246054996,0.0012913110526149973,0.0017055708625650164,0.0021351856995215,0.1748709006469977,0.014590514868069239,0.09270234353058526,0.027851570827764762,0.11354893774467818,0.0038212249890636615,0.0514741572962449,0.00816383064191293,0.05616047092184209,0.008088744529038749,0.010103682251358307,0.0010073553713586443,0.016458855330295404,0.003175356161240315,0.05698258321038788,0.010202692842101327,0.5285892685744364,0.02416873299804383,0.027508257472000985,0.005354893644711594,0.014486612323884821,0.0037156441352931067,0.013958555153423495,0.005229994124298187,0.0,0.08502145876820354,0.08091328880737406,0.001984803277466313,0.009482890193375082,0.001650326560233356,0.015293723435564257,0.0066494966818530146,0.005701811238113383,0.0025936428511819493,0.041301369161426106,0.014748305336943377,0.0015265018292869104,0.0004852852913061833,0.016457076580369344,0.007400224510118949,0.0015985230450012427,0.0004793679084488765,0.025766909764346473,0.010266547130645768,0.00022479209029392682,0.0005182342768415409,0.012704835457614062,0.004342062492724521,0.00015343838675006033,0.0,0.0,0.0,0.000404169038171837,0.00012163621317060237,0.0003789031579106672,0.0,0.00037323716127906086,0.00010530619444243803,0.0,0.0,0.0001397225748283113,5.181370095622267e-05,9.243109989645491e-05,0.0,0.0,0.0,0.0001326860115856697,0.00016635006927919697,0.0,0.0001342789279243735,0.0,0.0,0.0,0.0,0.1367020022704051,0.1367020022704051,0.0,0.0
Precuneus_R,0.005926691000670643,0.008011226003779104,0.0038813656831302623,0.015928744900252447,0.0016607016741635942,0.009251481415582578,0.0005891993742556124,0.0024801237501253064,0.0008703225740657821,0.0038376872865021634,0.0,0.0008554686351942796,0.0015600069505697018,0.0047332942044497174,0.0050936275340301065,0.02239244997290378,0.0005516115816552034,0.0003873416272258596,0.0005299960422057793,0.009459240562424089,0.0,0.0004362771027765977,0.0,8.566876492463137e-05,5.1852823396593405e-05,0.0003637217152802768,0.0,0.00010682292539634275,4.734388032280351e-05,0.0007534366840777542,0.0,0.00013698421154846065,0.0035349423408158414,0.020300104794419616,0.0010216717777978062,0.017432725720325757,0.0127769381950428,0.28917178875828603,0.015587932065921786,0.14818636205796754,0.006375640996202605,0.026015987522597074,0.000824027041038203,0.043216842281911534,0.0011516442558018034,0.0049734141811058966,0.019773294046069638,0.25778758663551615,0.025443743758918672,0.2625401985646677,0.006097783131201023,0.10861285191955297,0.01173916686249887,0.059382456493929,0.014335254786378607,0.035284979728594894,0.004662378495025555,0.005176591338623619,0.004195241485958593,0.014958687840580508,0.013065715008624204,0.05653951985694239,0.03629162142873153,0.3399106043572483,0.011673464862844417,0.012652627131691059,0.005446100450104202,0.017342700243402526,0.006222177947387761,0.023044738788402377,0.08502145876820354,0.0,0.0052043406516901,0.03406859706578968,0.002250521064462302,0.008753882404021305,0.005435964369415282,0.027348176939428925,0.0010188162786905724,0.008472330765194701,0.017248868997584092,0.0552521764990953,0.0010166380663769936,0.004790704290276428,0.006819868363982897,0.03262121685983396,0.0007783350121647449,0.0021271521726091503,0.0161311324186877,0.034130833576367155,4.985646138174664e-05,0.00078990536813571,0.0066669445877946465,0.0125233023551829,4.954933705364115e-05,8.715522607770228e-05,0.0,0.00031195723867185053,0.00010961647997444332,0.0010413269684724838,0.0012133028223258776,0.0003858350141444646,0.00010208121537703318,0.00011065282950841905,0.0,0.0,0.00015297289277173227,0.0002467339321296055,0.0,0.0004504182046018058,0.0,0.00016701378575074784,0.00021867604989483564,0.00021282347330811523,0.0030392233077966616,0.00022080995909801624,0.0,4.721217236424451e-05,0.0,0.0,0.0,0.0,0.1370707280574949,0.1370707280574949
Paracentral_Lobule_L,0.10264872706562107,0.0090628741800729,0.06652709647591215,0.007523112501686922,0.0042726508738983515,0.002270004335121015,0.003122173522111705,0.00042927987351170104,0.003599515577042795,0.00039422447064923555,3.939692408293639e-05,0.00012297817034962486,0.00412939845074477,0.0009430431802337158,0.11515076532276247,0.012240394999269773,0.0004952076274481618,0.00016729082786776572,0.0033374101938257205,0.00022196954711304972,0.0,0.0,4.0284283454026895e-05,0.0,0.0,0.0,0.00020725450048827886,0.0,0.0,7.161272108011502e-05,0.0,0.0,0.011761110388650992,0.0004258233847512072,0.00163171753362855,0.0003860288661957164,0.049194742533453066,0.016289221378770313,7.482841644869242e-05,0.0005141109584179552,0.003008419387067502,0.0004090848634062795,0.0003244942765378738,0.00015224536385612488,0.00023463784591525757,0.0,7.580921547000948e-05,0.0,6.74615994613014e-05,8.096525137077251e-05,0.00041287079568346917,0.0001515666362135659,0.00011991832613913729,0.00020041248377807998,0.0004921036796908376,6.873611613073961e-05,0.0,0.0,0.0,0.00012410417580872274,0.14333015494045184,0.006129783954339714,0.022866555326405875,0.00247837442784182,0.002842828285947218,0.00030115577715127985,0.0032545437842322,0.00018955173990627271,0.00037214539693564694,4.586778050978569e-05,0.08091328880737406,0.0052043406516901,0.0,0.002975651916564098,0.017211212543145088,0.0011435617120877635,0.021391698546910382,0.0017194415198445122,0.015796482771647222,0.0010193761782067582,0.046179246466875955,0.0061963118877013815,0.0,0.00046094601259461096,0.0017429292887829813,0.00015925038807368971,0.0007163520311256961,6.210156170660746e-05,0.0007355884097300842,7.991180323094621e-05,0.0,9.573557311048899e-05,0.0004393624192799286,0.0,9.029665985420279e-05,0.0,0.0,0.0,0.0005070287749454182,0.0,6.154941323910578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018147636451532203,0.0,0.0,0.0,0.0,5.5075080415035156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.11020517356644832,0.11020517356644832,0.0,0.0
Paracentral_Lobule_R,0.002858594242263323,0.06879574139603387,0.0008979393250416733,0.021891943900998124,0.0006098879369759448,0.0010978071559595778,0.00036856736598435836,0.0005324058400486002,0.0002704547314374879,0.0006302401991756495,0.0,0.0,0.0005183032539905393,0.004130557024976912,0.0016729604565661493,0.17519706535435203,0.0,4.527140476603966e-05,0.00014706319311149932,0.0010601154546045668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009338063169826353,0.0019433888775438409,0.00040922415877140414,0.00030518549228252055,0.0033011627299656785,0.05957812211096545,0.00027028073995176183,0.0,0.0002764103027777036,0.0006519144182943596,0.0,0.0004179269500222778,0.0,0.0,0.0,0.0,0.0,0.000163968781086608,0.0,0.00014762150809301567,0.0001930688680502146,0.00011517941799221513,0.00018575026561900416,0.00017654243487468343,0.0,0.0,0.0,0.0,0.003771964807635144,0.099431858355108,0.001359343763073306,0.009476784334708837,0.000540150594497851,0.00039571477539647964,0.0004803448000156825,0.00133134717878173,0.0002636478858091647,0.0002258342790576786,0.001984803277466313,0.03406859706578968,0.002975651916564098,0.0,0.00047492076222718446,0.005443892383081997,0.0008139625278332888,0.008297353000432389,0.0007147202158578093,0.0023346703444559057,0.002310060234045306,0.017533491588328995,0.0,6.924081237486163e-05,0.00016481135440348484,0.0007067909090192199,0.0,0.0,0.0003342843858560367,0.0004327447838544418,0.0,0.0,8.397640207253499e-05,8.034784961030806e-05,0.0,0.0,0.0,0.0,0.0,9.18034525428022e-05,0.0,0.0,0.00014852347152545243,0.0,0.0,0.0,0.0,0.0,0.0,0.00010220666901361079,0.0,0.0,0.0,0.0,0.00019999806609738817,0.0,0.0,0.0,9.698930323948131e-05,0.0,0.12092293216777716,0.12092293216777716,0.12092293216777716,0.12092293216777716
