,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,LH_Vis_1,LH_Vis_2,LH_Vis_3,LH_Vis_4,LH_Vis_5,LH_Vis_6,LH_Vis_7,LH_Vis_8,LH_Vis_9,LH_SomMot_1,LH_SomMot_2,LH_SomMot_3,LH_SomMot_4,LH_SomMot_5,LH_SomMot_6,LH_DorsAttn_Post_1,LH_DorsAttn_Post_2,LH_DorsAttn_Post_3,LH_DorsAttn_Post_4,LH_DorsAttn_Post_5,LH_DorsAttn_Post_6,LH_DorsAttn_PrCv_1,LH_DorsAttn_FEF_1,LH_SalVentAttn_ParOper_1,LH_SalVentAttn_FrOperIns_1,LH_SalVentAttn_FrOperIns_2,LH_SalVentAttn_PFCl_1,LH_SalVentAttn_Med_1,LH_SalVentAttn_Med_2,LH_SalVentAttn_Med_3,LH_Limbic_OFC_1,LH_Limbic_TempPole_1,LH_Limbic_TempPole_2,LH_Cont_Par_1,LH_Cont_PFCl_1,LH_Cont_pCun_1,LH_Cont_Cing_1,LH_Default_Temp_1,LH_Default_Temp_2,LH_Default_Par_1,LH_Default_Par_2,LH_Default_PFC_1,LH_Default_PFC_2,LH_Default_PFC_3,LH_Default_PFC_4,LH_Default_PFC_5,LH_Default_PFC_6,LH_Default_PFC_7,LH_Default_pCunPCC_1,LH_Default_pCunPCC_2,RH_Vis_1,RH_Vis_2,RH_Vis_3,RH_Vis_4,RH_Vis_5,RH_Vis_6,RH_Vis_7,RH_Vis_8,RH_SomMot_1,RH_SomMot_2,RH_SomMot_3,RH_SomMot_4,RH_SomMot_5,RH_SomMot_6,RH_SomMot_7,RH_SomMot_8,RH_DorsAttn_Post_1,RH_DorsAttn_Post_2,RH_DorsAttn_Post_3,RH_DorsAttn_Post_4,RH_DorsAttn_Post_5,RH_DorsAttn_PrCv_1,RH_DorsAttn_FEF_1,RH_SalVentAttn_TempOccPar_1,RH_SalVentAttn_TempOccPar_2,RH_SalVentAttn_FrOperIns_1,RH_SalVentAttn_Med_1,RH_SalVentAttn_Med_2,RH_Limbic_OFC_1,RH_Limbic_TempPole_1,RH_Cont_Par_1,RH_Cont_Par_2,RH_Cont_PFCl_1,RH_Cont_PFCl_2,RH_Cont_PFCl_3,RH_Cont_PFCl_4,RH_Cont_Cing_1,RH_Cont_PFCmp_1,RH_Cont_pCun_1,RH_Default_Par_1,RH_Default_Temp_1,RH_Default_Temp_2,RH_Default_Temp_3,RH_Default_PFCv_1,RH_Default_PFCv_2,RH_Default_PFCdPFCm_1,RH_Default_PFCdPFCm_2,RH_Default_PFCdPFCm_3,RH_Default_pCunPCC_1,RH_Default_pCunPCC_2,Left-SN,Left-VTA,Right-SN,Right-VTA
LH_SomMot_4,0.001457911478689734,0.048257582284304275,0.02179923317445586,0.031097076788065673,0.015898900310058736,0.0035378096415787865,6.007661811025591e-05,0.00010178899606695068,0.00044202753603373503,0.0015337036564039733,0.000300288121490524,0.0011748174111812927,0.001096531811715705,0.0,0.0,0.0,7.213197448814928e-05,6.10360061269843e-05,0.0001590195113426207,9.702099783349322e-05,9.392674543158722e-05,6.708396983069491e-05,0.002891235120525141,0.00016013944449871955,0.0,0.006961967429104492,0.010109765685538723,0.19234920634864286,0.0,0.16013017992174586,0.026571219892538647,0.006035940624474818,0.20924962751222634,0.004165755258397246,0.04432721243142712,0.0014219249022376314,0.004532998225727131,0.20211145384001647,0.058469411144248855,0.016450545597210875,0.005905266651696999,0.007750849278142342,0.0006506415797561371,0.0008286687688099555,0.0013889897939122332,0.007187571568894335,0.0,0.0006663758555526054,0.006822242804585068,0.014198403965175445,0.005240529504060601,0.00015015749830826303,0.0015410646685881427,0.002856749606616492,0.007362856920577303,0.008862127159174126,0.01638807710830954,0.00035870980250160203,0.0020917491063645135,7.7165920794182e-05,0.0002519422375403349,0.0008720440924220274,0.014604952802945256,0.0023869156578419106,0.0,0.0010948975418583323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024654808742927955,0.00015682745345041064,0.0002565808650094204,0.0003720308230811192,0.0010442463697504791,0.000538416675363162,0.00453250898275901,0.0001316802939414268,0.0001383962799665339,0.0,0.00037775975937443977,0.0009119555130468676,0.0003933910382748106,0.002976186264064854,0.0,0.00014854124673838203,0.0,0.0018808301523556572,0.0013142005018182364,0.0,0.0,0.0,0.00011855312900537618,0.000133031599954194,0.0,4.8847469425968015e-05,0.00010631651783219167,0.0005031115819304302,0.00024928114893401704,0.0008796617909782429,6.063424420028757e-05,4.762447382468239e-05,5.580439076290615e-05,4.183021979326917e-05,0.0,0.00014689630780301006,0.0,0.0006597684920776638,0.000638525868091682,0.00013707445176414017,0.000341082812217826,0.011503584133307355,0.011503584133307355,0.0,0.0
LH_SomMot_5,0.0030346015058420103,0.09385569584605119,0.023970162409408146,0.055879873672312376,0.03373573353257656,0.005560426816394554,0.000584676602259339,0.001045870136330486,0.0005601102616499871,0.005086651983199871,0.0013497938223017462,0.0029294895334707944,0.0014416874201091153,0.0006593773375357069,0.0,0.00043277005764094076,0.0,0.00019552094503287075,4.883703555351956e-05,8.087319212115106e-05,0.0,5.1449698807257945e-05,0.002416129455768056,0.000628840273183061,0.0,0.0009163132433955268,0.010979033292113251,0.016361019964056638,0.16013017992174586,0.0,0.19676763489813373,0.003228239514769138,0.07298508476897046,0.01884574189009231,0.24758993046100422,0.002142371957410606,0.030131781001709147,0.03872179193071223,0.2327446996184996,0.004162296888524201,0.008694825254534053,0.007592903746189441,0.0026587735860486433,0.002983957833320964,0.0030513717232781086,0.010731805321833503,3.54421295845502e-05,0.000285788370223139,0.0023609468193101246,0.02346362064756823,0.013493828060005951,6.606448872375623e-05,0.0029292146514431354,0.0008352569784558552,0.0014091273104034532,0.0025851632984063475,0.01708164162272038,0.0005780261190521024,0.003275826413543196,0.0,0.0007310989554549978,0.003250927137549348,0.034877439851554934,0.008659184114063075,0.00031261407607039837,0.00105903328000409,0.0,0.0,0.0,0.0,0.0,4.272603290647551e-05,6.14275655309541e-05,0.0,0.0003916195548975001,0.00045239942218010856,0.0002699701684592955,0.00046048433535511845,0.0007486390700624493,0.002922242634536856,0.0012765592080491881,0.01677786344801236,9.57054623435293e-05,0.0004016837112115601,0.0002909775907507165,0.001144124286018048,0.0032137812792093164,0.0015601325820552088,0.005180147057041578,0.0,0.00043028072692383846,0.000641709386783704,0.005623358243800594,0.003407639594764765,0.0,0.0,0.00020850838630450327,0.00035363577100045677,0.0004745654824360671,0.0005836207182736914,0.0005891059083560631,0.0003982897028310812,0.0010121868198701548,0.0007238026286530174,0.00185990913918529,0.0,5.5613025984776957e-05,6.980185093786054e-05,7.462775986248701e-05,0.0002485003474791238,0.00020011880096933575,7.394135680570219e-05,0.00128952742030312,0.0013479587601650759,0.0,0.0013266855131876033,0.011789610445753919,0.011789610445753919,0.0,0.0
LH_SomMot_6,0.0034044720237802165,0.15179388432925206,0.04651635794296267,0.07479016196895724,0.04656022955028603,0.006825948699381199,8.984715528583601e-05,0.0007366507009964722,0.0006775980868802146,0.01878010109139302,0.003153161282296051,0.00854648081700392,0.0032524897931003717,0.0015877886791702074,4.252829444351358e-05,0.0007672755008752426,0.00013136225362318365,4.458549858294673e-05,0.0001127082325198838,5.682933172327698e-05,0.0,6.049045649242512e-05,0.0008653039881884329,0.0004959068272041249,7.124511075334387e-05,0.003099946315707339,0.0146389637800164,0.019192877805833473,0.026571219892538647,0.19676763489813373,0.0,0.0013125753008699456,0.013859161327923048,0.011996556212593455,0.012837596187988846,0.024202301006663964,0.08786470902891623,0.022878509451000867,0.17004866780893876,0.00483979492821727,0.01107378368496819,0.011724016890051415,0.0029753477678451947,0.06285354746673964,0.17187052809326217,0.19134709936288677,0.0003023544562323064,0.0001464616016759451,0.0010741326550476513,0.008191794120613518,0.009211098079214533,0.0018680510068059552,0.034331237976581205,8.358916844894132e-05,0.000685078111144964,0.00046915475226162317,0.006648838576768354,0.0003637619984448481,0.004779550870745933,0.0005521320662457674,0.0004907063438009301,0.01323574807964651,0.011767160297134979,0.007823307629250367,0.000626862206071763,0.012174760121988017,4.897155770502819e-05,0.0,0.0003305614490883509,0.0,0.0,0.0003077770739266166,0.00016176288718911623,0.00011943698904962823,0.000927785637033034,0.0013566800277404123,0.001974386476036179,0.0026816241137353775,0.0037665620076606046,0.012315353464712414,0.004482025014806682,0.06382058374717818,0.00034628285991237834,0.0016908348180573749,0.0010458869940135403,0.0035831482799015698,0.013365573835660538,0.006417339075407063,0.025828724248786683,6.39410568706589e-05,0.0012002657456138073,0.0022329335129253813,0.030219578047580308,0.026755854811371063,7.215139629728564e-05,9.248681705209618e-05,0.00030189302535655547,0.0009857607513879807,0.00013530991273430916,0.0009206383842800579,0.0009773466622614575,0.003155164099971748,0.008162804924708842,0.005243174590977823,0.005785280018122745,0.0006884535325032189,0.00026346090883383905,4.754680201145174e-05,0.0004833849695357476,0.0005204366376924213,0.0006161864574892565,0.00011249586118702466,0.0030747553231377555,0.0032497595502064135,0.0011127219274363173,0.004930574546268056,0.014114633853032344,0.014114633853032344,0.0,0.0
LH_DorsAttn_Post_1,0.00020155197779278132,0.02774916518280384,0.0015465290294838978,0.009386082560584449,0.0026349980759046163,0.03743644981195435,0.0027719229870644796,0.0010277497002253058,6.623497033367368e-05,0.002480246450246235,9.646009428907094e-05,0.0016478438897195497,0.0004456771897125154,0.0017111747886900395,0.0,0.00012357757454950453,0.11386533090600624,0.30375205532824084,0.06804644906143222,0.11405446758581246,0.018710892251485183,0.011374564095531501,0.26092195328911066,0.051857206346707034,0.00758578223109299,0.00330272364115691,0.0013977492766057667,0.0015362666257374912,0.006035940624474818,0.003228239514769138,0.0013125753008699456,0.0,0.0011466340641947193,0.016580381289695474,0.0019337757430400908,0.0024029026677860163,0.0021903567275801923,0.005626595690112738,0.0022126828394294523,0.0014850679876482178,0.006081887959338709,0.0007155293775254046,0.00046000928569241747,0.0004958486388932902,0.00017865977630950776,0.0007737398015381163,0.00042190376171598884,0.057979200484577956,0.3909677630006578,0.007216479634307436,0.002485839082995201,0.0051891352019441984,0.0018257019467034998,0.0106569485874398,0.016015861556331563,0.10554156094989352,0.058343890916446796,0.0009162323982352806,0.0008433770664281343,0.0,6.962034936953288e-05,0.0004813119950569515,0.004783665895957386,0.0006554430157360361,0.004144905905803176,0.009096029447177457,0.00014222734267375372,0.0015419407244351094,0.0027553571054142393,0.0015303285415840969,0.0006501537017513672,0.0033644637948643326,0.0015955755213637934,0.0038777839416051126,0.0006712824785393026,7.577746772776828e-05,0.0,0.0,0.0002898786718610046,0.0,0.0,0.00028761130192272484,0.0018174810153154396,5.97334223656066e-05,0.00021691715824325654,0.004833617651586614,0.0006760814429330095,0.00010539506731399272,7.77958205372714e-05,0.00015675680310123347,0.0002583054537981432,0.0005420619141180871,0.0001996509077246924,0.0005452307459586108,0.0,0.001220748566987968,0.00013105350585209473,0.0012088126757505294,0.0,0.0,0.00012308429838456248,0.0001821085914390565,0.0009462733716680374,0.00022769231394534616,0.004542482750736797,0.0005833687051660205,0.0003442970040271157,0.0006336014774463576,0.0006840442767157089,0.0001036027316151002,0.0,7.038511443288467e-05,0.0002943283213099222,0.00034278690727703533,0.001759703230705615,0.003970301774943227,0.020495591782368847,0.020495591782368847,0.0,0.0
LH_DorsAttn_Post_2,0.00023990177237286195,0.018414711216054844,0.003479535014162472,0.012840643048400267,0.0057612488164104705,0.0012731702662276147,0.0,0.00023536725999019655,8.948407503260686e-05,0.0008685311008796803,0.00019182647505716822,4.572297575960767e-05,9.675443282832689e-05,8.057625475335475e-05,0.0,0.00015215877365247686,0.0,0.0,0.0,4.9658959421445066e-05,0.0,0.0,0.0007233392582954331,0.00036216890883793715,0.0,0.005400706581447378,0.016439678919558904,0.12272539909892717,0.20924962751222634,0.07298508476897046,0.013859161327923048,0.0011466340641947193,0.0,0.01144041328634842,0.09410340203162891,0.0021442257665863717,0.008522843931613134,0.008900976777116263,0.0016538076961061614,0.19707071456248323,0.0036046054036378557,0.0017322325912391848,6.095614034722619e-05,0.00036410243727198006,0.0015856109109791473,0.0006622652568324896,0.0,0.00022849474659921996,0.0011913880971940933,0.08141934613372315,0.0010188596514605088,0.00045532317754878296,0.00017317463635291012,0.0007560114453737793,0.0018254902848431139,0.0032222788701620616,0.011255818776600658,0.0,0.0004815031670436458,0.0,9.64279096869544e-05,0.00018472687263520302,0.0014815012188630575,0.0002543355311321327,0.0001585233587294721,0.0020528587940063154,0.0,0.0,0.0,0.0,0.0,5.114568599380639e-05,0.00012280367117214572,0.0,0.00010507046823113893,0.0,0.0,0.0,0.0,0.0004571003135709589,0.0004998618123897712,0.0014116598071227992,5.7383256217761406e-05,0.0,7.487227338334721e-05,0.00048296862100909816,0.0011647786069409005,5.612925204211115e-05,5.6069077979498165e-05,0.0,0.00023101291505913063,6.439973854055012e-05,0.0005479501963880551,0.0,0.0,0.0,0.0001162239308539741,5.295503746472975e-05,0.0,5.7223135219547274e-05,9.593043452456359e-05,3.8188393446739084e-05,0.00030397631032128117,9.355536743500665e-05,0.0007471950082345968,0.0,0.0,0.0,8.265284985529473e-05,0.0,0.0,0.0,0.00032101044380824026,0.00021690567944123278,5.232612095795746e-05,0.0002864120003887693,0.015509044521686133,0.015509044521686133,0.0,0.0
LH_DorsAttn_Post_3,0.0010440791617391239,0.04466241818569222,0.0036905762866250172,0.02031089261004023,0.005292819808225807,0.0068823306007427115,0.0006872518287879862,0.00138404226829474,8.853018928342623e-05,0.0035302878451938724,0.00042650435529082787,0.0027290542653613304,0.0011175487694714869,0.0013273607806111125,0.0005186902519040858,0.0003835425924412587,0.0006586927158717788,0.005649955831110605,0.001871403175589259,0.01414401730093043,0.007903987960531858,0.006878609810880343,0.015520769195822648,0.14958083953932788,0.03032060384019463,0.012479482785790636,0.005395103684482439,0.0042111179686585756,0.004165755258397246,0.01884574189009231,0.011996556212593455,0.016580381289695474,0.01144041328634842,0.0,0.12351470917629989,0.11428764613862556,0.1979304806089967,0.0042548144673776175,0.006873471757199552,0.011497792613476743,0.004973501340607182,0.0010408308072875965,0.00042874053157496524,0.001047424089276144,0.0030718230193968687,0.002259834334171443,0.0001031466333504346,0.002148382043381134,0.008780238661808503,0.33727087432068115,0.0018760725185897385,0.17116456908691663,0.008099346432511012,0.00595601531457758,0.0063934047436790984,0.005372478618666973,0.14958942789263172,0.0002492794677927062,0.000791534728584872,0.0,0.00013213211223624157,0.0010395749947282873,0.002485659686709329,0.0014942913766595202,0.014637362716555708,0.05422841744562414,0.0003827456466316194,0.0007957090410183423,0.0017011639469193451,0.001811383029946069,0.0004983048403302449,0.003806390867281423,0.0022772126774860033,0.003869665108705065,0.001942259260218088,0.00045700885331431603,5.943409438401937e-05,0.00036967880999132897,4.5201837376516126e-05,0.0007616600686112138,0.0009365389156981938,0.003692565894231606,0.002288025813100728,0.000509939761003073,0.0011733957093040424,0.008560701333013046,0.0036647002482503503,0.0006029724708584817,0.0008583747131432381,0.00046309167370942825,0.0002923226927351125,0.000755535994704894,0.00214229385374456,0.0005661194665636565,4.3932421453572195e-05,0.0007878982541285707,0.0010313481562106753,0.002262517574513611,0.00012177724186189875,0.0,0.0001848940845023879,4.475409469263242e-05,0.0016906632491037606,0.0003644059372602151,0.010431745750733048,0.0008763219415676146,0.0012654689193236912,0.0008881156259869545,0.0016743880352438488,0.00011556198531860119,0.0,0.0,0.00016235727860575367,0.00024355137592586945,0.0018926587088897136,0.0076163862904692166,0.015383396862313294,0.015383396862313294,0.0,0.0
LH_DorsAttn_Post_4,0.0003159119547856837,0.01666678340856391,0.006266521466937887,0.008914489937495483,0.00492707256697246,0.00110928814618285,0.00017048702350099925,0.00039605594029570754,5.1947409175199185e-05,0.0008888142597323603,0.00010758393258004295,0.000407430900997922,0.0,0.00042658856658952545,0.00012140669672431618,9.245621719557333e-05,0.0,3.98871790298353e-05,0.0,8.453386961417056e-05,0.0,0.0,0.0012800376552222575,0.0001776309178271834,0.0,0.001665889619143775,0.004233454930809784,0.008918882775164413,0.04432721243142712,0.24758993046100422,0.012837596187988846,0.0019337757430400908,0.09410340203162891,0.12351470917629989,0.0,0.0033532523174429575,0.057064635836360594,0.010491761959575132,0.007812045891101956,0.01408325409082769,0.0021407558832088375,0.0008651271290378537,0.00026439042574566814,0.0003317957943214002,0.002051994274798806,0.0002487652467662931,0.0,4.448138349652638e-05,0.0011581150139161008,0.2022254327608819,0.0021804040856878166,0.0002108572067681337,0.0014793771546540585,0.0006401409166430108,0.0010838330871850907,0.0016785541386180264,0.013986152116735755,0.00013383041969657896,0.0007546298286916413,0.0,0.0,0.00035577846657371397,0.004051091573201369,0.0005643903587437045,0.0,0.0006387222338796289,0.0,0.0,0.0,6.46044020718481e-05,0.0,0.0,0.0,0.0,4.9599028276039805e-05,0.00012864468869397102,4.772103919851809e-05,0.0,0.0,0.0001561284302663067,0.00048301931744477864,0.0021017506324530794,0.0,0.00022202957837488824,0.0002500887599658273,0.00043635621738860283,0.0014440613805758397,7.841997509560529e-05,0.00015755176315909486,0.0,0.00018708436871339674,0.00016127477783462515,0.0009912731944675688,4.3649179989300274e-05,0.0,0.0,0.0,5.0807202071822176e-05,3.947413109254863e-05,0.0,0.0,5.045948729594233e-05,0.0008436518674833933,0.0,0.0015018271118651747,6.2814992946935e-05,0.0001053055735299835,0.0,4.5735198736570584e-05,0.0,0.00011980777710441853,0.0,4.973810030540839e-05,0.00014509902122007416,7.047580352378942e-05,0.0012200917342814444,0.014459938375050616,0.014459938375050616,0.0,0.0
LH_DorsAttn_Post_5,0.00035997644608371426,0.02522268928984308,0.004442738608589968,0.013375010725762516,0.005249670509435998,0.0035298534205422958,0.00048695401325983144,0.0006559926101348971,0.0,0.005657324504826381,0.0005467103431037153,0.002863763416849988,0.0014023150057775435,0.001978466100884389,6.936780030167256e-05,0.00023876251380334373,0.00013155510675118875,0.0005210256386605429,0.00033528058047684327,0.0008234505678739065,9.082892253230972e-05,0.00041495095840409765,0.0014009554251563964,0.002446078151508487,0.0006886166340570143,0.0072213265150843295,0.004612745708660802,0.0015457513975201888,0.0014219249022376314,0.002142371957410606,0.024202301006663964,0.0024029026677860163,0.0021442257665863717,0.11428764613862556,0.0033532523174429575,0.0,0.06749927002307149,0.0013749167787739987,0.005479122731560918,0.007484735786660281,0.0027219714627849806,0.00012630555407202213,0.000667265310404294,0.00525413343835895,0.05855665117903479,0.005133423601698829,6.367982447657762e-05,0.0012993779675633038,0.0007183798297347589,0.014226206826697974,0.0008161975073257117,0.03957223147564375,0.011539949086503373,0.002287932957034102,0.0019478344684771777,0.000916821117727908,0.011229036059387519,0.00022158812069177728,0.00040792918588433886,0.00028858869665945907,4.01299767069262e-05,0.002900050447185658,0.000874285454795758,0.0006528103522988583,0.0013617380999665946,0.12089107768238179,0.00011624497211116235,0.00011455963180272525,0.0008118776797731234,0.0004704927325304209,0.0,0.00027138225775560963,0.00020952255407950086,0.00012012860904263734,0.002168746581426329,0.0005392408086209297,0.0002185962559650365,0.0004928021023714834,0.0002314135587955063,0.001395306285237918,0.001877748994348,0.0070706011264700455,0.0011357515275193053,0.0009326783751806018,0.002153561128862983,0.006197106610102827,0.008827189603332593,0.0007123612513015326,0.0015349596617547144,0.0004167426771703991,0.0014248698183941882,0.00045452537960100043,0.00415507215289359,0.0008765915719565926,0.00010777397480892978,0.00043352296988688493,0.0008899892194197639,0.0020071942803213797,0.0,0.0002834413851339665,0.00018766777487408268,7.261703773797124e-05,0.002653783600045566,0.0006050592492040046,0.009357691642771733,0.0009541530352257862,0.00044388299936002056,0.0005320072855567323,0.0012653254285146377,0.0,8.982190731954157e-05,0.0,0.0002426327324509609,0.0003847485260005698,0.0004715016949366796,0.008283024994008131,0.022466962506838044,0.022466962506838044,0.0,0.0
LH_DorsAttn_Post_6,0.0007256810341600382,0.027302563488756783,0.005200726277988929,0.013289842965622616,0.006569286854257522,0.0012936594420074638,0.000570457416511112,0.0005250351953897082,0.00027713447168676225,0.0024710583266441817,0.00037865866486226066,0.000558636463671241,0.000282753647960454,0.00010914216935138036,0.0,0.00027387369375518015,0.00017842925559098262,0.00023073430830095065,4.7652201088827614e-05,0.0002264760891792499,0.0001854131561612988,0.0,0.0018114920843490486,0.001987706208768916,0.0006461853368401501,0.0038564722134572555,0.008090064222832972,0.0058321287223489756,0.004532998225727131,0.030131781001709147,0.08786470902891623,0.0021903567275801923,0.008522843931613134,0.1979304806089967,0.057064635836360594,0.06749927002307149,0.0,0.004432705376022044,0.016610304363454145,0.00878532871813371,0.0035750252904181933,0.001617639645076542,0.0005293728137358952,0.0018232708274321988,0.014467773711701984,0.0042478899272900645,0.0,0.0006402115380734725,0.0008964099993441593,0.05255421595151682,0.0011990403632545592,0.010994890295081243,0.002097071780979052,0.0006442328165218704,0.0014695532473143254,0.0006368036814842365,0.01825385877484885,0.0002946553110065673,0.00028579685304626747,0.00010861697463650175,5.2927152111608015e-05,0.0010161424991049662,0.002746080941675592,0.002232224861737022,0.00045221470099482034,0.01003629147394689,0.0,0.0,0.00026905637176105634,5.2715575079459916e-05,0.00016098025421559207,0.0003007972258322588,8.124531814849854e-05,0.0001226856943815671,0.0011500238620102629,0.00037737997952713373,0.0,0.00020351041102436576,0.0003216652714838427,0.0007723208604342117,0.0013851706765623155,0.003347445030710561,0.0,0.0004492226820349325,0.0005525479366496594,0.0020741230684704274,0.003959838478665988,0.0006308653775486087,0.0008752502448284879,0.00012159171480841355,0.0004783236044318647,0.00011869259047344307,0.0023950840265732003,0.00092936225839559,0.0,0.00012202561121145379,0.0002638473862555886,0.0005927893815083264,0.0,0.0,0.00019834621096918915,0.0005729173581019014,0.0008847966096187647,0.0003381837997018868,0.003095896758611295,0.0003263477281577033,0.00012007621989815946,0.0002486203987055402,0.0007973917940657259,0.0,0.00019049279018153788,0.0,0.0001292118116900783,6.44752163872533e-05,0.00021868576131653245,0.0030683910060408572,0.012868580053365738,0.012868580053365738,0.0,0.0
LH_DorsAttn_PrCv_1,0.0011674302449110874,0.04479728558810225,0.04641426653039537,0.03764722316987168,0.0100704891810901,0.0020683710820331627,0.0002666310169536607,0.00024355521633124982,7.857861931142947e-05,0.003811516516761304,0.0016088563217941908,0.0036080191847078715,0.0010240702756931712,0.0,0.0,0.00014712882969662928,3.8974600773463505e-05,0.0002527100525641852,4.904097033319423e-05,0.00010920924149152863,0.00014977474947286168,0.00014767264035244688,0.0011538378395405356,0.0008138283859240026,5.173635653575363e-05,0.014326531803167796,0.007338741935563324,0.11338284678915173,0.20211145384001647,0.03872179193071223,0.022878509451000867,0.005626595690112738,0.008900976777116263,0.0042548144673776175,0.010491761959575132,0.0013749167787739987,0.004432705376022044,0.0,0.08245335076696907,0.007887579130640181,0.0049690148911292,0.09978125518820938,0.0074313505042622845,0.02201053904159506,0.002005907659690808,0.03107507545266742,0.0003212960334721875,0.0007819844424168136,0.006565359496084477,0.008355848249176357,0.13782386221008408,9.184919793995957e-05,0.0020121628549077293,0.0022945998930623767,0.01283676132395983,0.011355705387761936,0.012918485605437147,0.002196170033261189,0.10361360282335091,0.00040525034504270996,0.002372260601506354,0.01828858070503806,0.12104455982271221,0.0113305439501193,4.147271121250418e-05,0.0030179813341237346,6.9007897251288e-05,0.0,0.0,0.0,0.0,0.00012236811676276675,0.00010940763544536869,0.0,0.00024077346727758138,0.00030084141362910226,0.00027465016897027764,0.0003378498001086757,0.000797682835871447,0.0007292818190659392,0.00017709019954597848,0.003639775708866891,5.5079078538760726e-05,0.00014441785052282834,0.00013492216288909007,0.0005910271251290837,0.0006309413219505842,0.0035341892189373397,0.005925912705723127,0.00014834799646002084,0.00019411305858983382,0.0017817324321778823,0.0005843490496117057,0.009488363124684223,0.00017309266529068467,0.0,0.0,0.00048318639821378674,0.0009196163506145227,0.0012368052209099619,0.003851797992833492,0.0036049974951461784,0.0007259363632803875,0.003252887676063403,0.0003601947014111615,0.00020063819651785697,0.00021116831430638373,0.0,0.0,0.0002518115866408366,0.000669244399310197,0.0003492188189788712,0.004983042901034908,0.006865921585771266,7.40871649678009e-05,0.0007129561208409287,0.01847778248787029,0.01847778248787029,0.0,0.0
LH_DorsAttn_FEF_1,0.001491147083312809,0.06701545423793984,0.028976359615737704,0.04356034756859619,0.018069164726883243,0.00494945501633478,0.0002168269588425968,0.0004732252619307985,0.0003383062723887237,0.007524266255265901,0.0027585218115180584,0.004365590617399221,0.0014321019996299921,0.00039307641807661886,0.0,0.0,0.0,0.0002125060516579738,0.0,4.9744300477949905e-05,5.065188929199055e-05,4.4461194377479736e-05,0.001603615151686601,0.0005358050300481996,0.0001514119304808987,0.0011420761122294181,0.003717139584050444,0.00987031398091445,0.058469411144248855,0.2327446996184996,0.17004866780893876,0.0022126828394294523,0.0016538076961061614,0.006873471757199552,0.007812045891101956,0.005479122731560918,0.016610304363454145,0.08245335076696907,0.0,0.0017397453264266667,0.0061948723520934635,0.010500896622112345,0.012230526852872067,0.027353687875152934,0.006416357022829265,0.16818582519384076,0.0,0.00013550540710497087,0.0021151177533204712,0.010870759378267397,0.016578392858116606,0.000290730443698857,0.0015232757682016292,0.0006105332708785624,0.0017021366606800475,0.0017434518227320756,0.01104670431186274,0.0007267294802521342,0.004967912282211436,0.0006647372980137234,0.0010901019397472473,0.06543679541308844,0.23806975630231114,0.1678465198685255,0.00014822278227898282,0.0015511110572435768,0.0,0.0,4.982631781011962e-05,3.3734730080149526e-05,0.0,0.0,0.00014687990510774278,0.0,0.00010948250021530947,0.00018324129509979324,0.00048200947976540523,0.0010202364907708936,0.0017055424640404957,0.00416302207350599,0.0008847017408095543,0.017432036080012453,0.00033188989196487125,0.0002236097316765278,0.00010503753174242694,0.0007037154654287307,0.0022195495150957906,0.005500383092358896,0.013561501740277246,0.00011652960552959316,0.00011492539956855484,0.0022915001499604105,0.00449422038018032,0.0224561009073271,0.0,0.0,0.0002531647974329779,0.0006420196248325832,0.00012787749060271268,0.0008537214450925975,0.001963995877553155,0.003649045556758145,0.0020523589050951683,0.005262596365411723,0.0008924289217657341,0.0,3.3659510573968904e-05,0.0,6.10946764164063e-05,0.0,0.0010652468746852205,0.0002923635683751072,0.00462133092332063,0.006379546313119404,0.0001323642678261343,0.00034175991501579856,0.014432794960013281,0.014432794960013281,0.0,0.0
