,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,LH_Vis_1,LH_Vis_2,LH_Vis_3,LH_Vis_4,LH_Vis_5,LH_Vis_6,LH_Vis_7,LH_Vis_8,LH_Vis_9,LH_SomMot_1,LH_SomMot_2,LH_SomMot_3,LH_SomMot_4,LH_SomMot_5,LH_SomMot_6,LH_DorsAttn_Post_1,LH_DorsAttn_Post_2,LH_DorsAttn_Post_3,LH_DorsAttn_Post_4,LH_DorsAttn_Post_5,LH_DorsAttn_Post_6,LH_DorsAttn_PrCv_1,LH_DorsAttn_FEF_1,LH_SalVentAttn_ParOper_1,LH_SalVentAttn_FrOperIns_1,LH_SalVentAttn_FrOperIns_2,LH_SalVentAttn_PFCl_1,LH_SalVentAttn_Med_1,LH_SalVentAttn_Med_2,LH_SalVentAttn_Med_3,LH_Limbic_OFC_1,LH_Limbic_TempPole_1,LH_Limbic_TempPole_2,LH_Cont_Par_1,LH_Cont_PFCl_1,LH_Cont_pCun_1,LH_Cont_Cing_1,LH_Default_Temp_1,LH_Default_Temp_2,LH_Default_Par_1,LH_Default_Par_2,LH_Default_PFC_1,LH_Default_PFC_2,LH_Default_PFC_3,LH_Default_PFC_4,LH_Default_PFC_5,LH_Default_PFC_6,LH_Default_PFC_7,LH_Default_pCunPCC_1,LH_Default_pCunPCC_2,RH_Vis_1,RH_Vis_2,RH_Vis_3,RH_Vis_4,RH_Vis_5,RH_Vis_6,RH_Vis_7,RH_Vis_8,RH_SomMot_1,RH_SomMot_2,RH_SomMot_3,RH_SomMot_4,RH_SomMot_5,RH_SomMot_6,RH_SomMot_7,RH_SomMot_8,RH_DorsAttn_Post_1,RH_DorsAttn_Post_2,RH_DorsAttn_Post_3,RH_DorsAttn_Post_4,RH_DorsAttn_Post_5,RH_DorsAttn_PrCv_1,RH_DorsAttn_FEF_1,RH_SalVentAttn_TempOccPar_1,RH_SalVentAttn_TempOccPar_2,RH_SalVentAttn_FrOperIns_1,RH_SalVentAttn_Med_1,RH_SalVentAttn_Med_2,RH_Limbic_OFC_1,RH_Limbic_TempPole_1,RH_Cont_Par_1,RH_Cont_Par_2,RH_Cont_PFCl_1,RH_Cont_PFCl_2,RH_Cont_PFCl_3,RH_Cont_PFCl_4,RH_Cont_Cing_1,RH_Cont_PFCmp_1,RH_Cont_pCun_1,RH_Default_Par_1,RH_Default_Temp_1,RH_Default_Temp_2,RH_Default_Temp_3,RH_Default_PFCv_1,RH_Default_PFCv_2,RH_Default_PFCdPFCm_1,RH_Default_PFCdPFCm_2,RH_Default_PFCdPFCm_3,RH_Default_pCunPCC_1,RH_Default_pCunPCC_2,Left-SN,Left-VTA,Right-SN,Right-VTA
LH_Default_PFC_4,0.0006653923030574458,0.0076140744859610554,0.056231836098487455,0.042728453522469456,0.006631045288448796,0.0,0.00033199751585540337,0.001528493367628414,6.73661239512749e-05,0.0019247305704310602,0.005344246240962717,0.0033526451323867145,0.0011107177486530957,3.569198728398153e-05,0.00010001306306332635,0.0004708254944026218,0.0,0.00011025606813557179,0.0,0.0,0.0,0.0,7.365710897014079e-05,6.908099605168644e-05,0.00010051017963364853,0.0,0.00042154464911048784,0.0005863312000455917,0.0002519422375403349,0.0007310989554549978,0.0004907063438009301,6.962034936953288e-05,9.64279096869544e-05,0.00013213211223624157,0.0,4.01299767069262e-05,5.2927152111608015e-05,0.002372260601506354,0.0010901019397472473,0.0,0.004217589753484954,0.005333628445485496,0.12590360475976253,0.011343103255595965,0.00029110708875743557,0.0008444181016174772,0.17113555665578736,0.00024771080486057814,0.0002625138131989905,0.00015013550851721678,0.0954764993682283,3.8206916847789584e-05,0.0005245990703176821,4.940740130155927e-05,3.99527705317647e-05,0.00013186469123710467,0.0002865912848555986,0.02764126616347034,0.13040263830920917,0.20427127673442805,0.0,0.14880248035090518,0.0017670698068505907,0.0032692109528279895,0.0,0.0004719846259132329,0.0,0.0,0.0,6.688554117439663e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.004201672314266e-05,0.0,0.0,4.190800342553194e-05,0.0,0.0002459063233012956,0.0,0.0,0.0,0.0007213723075382622,0.0,0.0003124329485174545,0.008862015617761633,6.969747365508884e-05,0.0,0.0,0.015326018198086867,0.0031895074861067844,0.0055849912020987545,0.0002887543083577344,0.00012207297621114223,0.005220232070930088,3.659253921065388e-05,0.0,0.0001012201225246159,6.754667698574366e-05,3.1143416549895e-05,0.0027679346720955993,0.0022025688388178483,0.023932443636617406,0.008828764350762403,0.0009542685018718842,0.0,7.905861214651745e-05,0.024329558350186145,0.024329558350186145,0.0,0.0
LH_Default_PFC_5,0.0006855293298584168,0.04089347776408274,0.05107204458577077,0.04617268087521732,0.006836535551833139,0.0009161756365810625,0.00030158580834945865,0.00014110884003010115,0.0,0.0040484965426522464,0.00530112805099883,0.005117181328183462,0.0015461001340906816,0.0002858162170179733,0.0,0.00024729849338657234,8.17599478927531e-05,3.274158813902586e-05,0.0,4.5418696893976254e-05,0.0,6.62724335652736e-05,0.00027239691907667945,0.000110669179694032,0.00012679577256480902,0.0010277578128888795,0.0008691733585537366,0.0023036312695163368,0.0008720440924220274,0.003250927137549348,0.01323574807964651,0.0004813119950569515,0.00018472687263520302,0.0010395749947282873,0.00035577846657371397,0.002900050447185658,0.0010161424991049662,0.01828858070503806,0.06543679541308844,0.0005224116085732769,0.006043733894334836,0.01965909635611144,0.2538473349829386,0.235622326397514,0.011472504172548553,0.08079409532087721,0.008360090262250059,0.0001242458340043654,0.000655926270602201,0.0011254006498555762,0.08468282166089817,0.0004006341353616565,0.004720222977451652,0.0003028601828681046,0.000673915558405981,0.0009942129322461828,0.0011503062050664493,0.010233466318861018,0.038774033296699664,0.16764140879890266,0.14880248035090518,0.0,0.036139103896959915,0.2388104015454399,0.0001229472043953144,0.008720961796551187,7.916727325496924e-05,0.0,0.00010442896629950658,0.0,0.0,4.1109403465382024e-05,0.0,4.365713070806916e-05,0.0,0.0001043396421719598,0.0,4.738608335978977e-05,0.00013434789889823966,0.00042276789341272363,0.00013297123695597482,0.0016417525016730753,4.2863570316023546e-05,0.0,7.946652797581118e-05,3.6756836071344764e-05,0.00045374250756609823,0.0023106742722288826,0.001468345996989513,0.0,0.0,0.00346551665154017,0.0009407688793072191,0.00358818301472457,0.003139417967502046,0.0,0.0,3.972875459624687e-05,0.00984577314853982,0.009149600372303791,0.021099548873820245,0.003549086617962202,0.0005271833585280553,0.017558856637844115,0.0003423252334840767,5.550144601400304e-05,0.00019916684120658754,0.0,0.0,0.0014348764727349218,0.005394724606395955,0.014847886521384107,0.02449796910505883,0.00742271955561831,9.826851264944999e-05,0.00034741014613379927,0.020146644593859137,0.020146644593859137,0.0,0.0
LH_Default_PFC_6,0.0002223701367327105,0.014853191802355389,0.020749676414760998,0.011251278993300164,0.0028443222128953084,0.0006032724697542615,3.841814299952635e-05,0.0,8.852755189659893e-05,0.0051203579025280044,0.002649417645214298,0.003749831925545374,0.0008852846264333667,0.0004974250597527531,0.0,0.0,0.0,0.0002776682803229457,0.0,0.0003021749404157571,0.0,0.00020352372134502036,0.0016283485422183316,0.0005324348506890558,0.0,0.0015784584991273766,0.0003889527133947684,0.002133441773324923,0.014604952802945256,0.034877439851554934,0.011767160297134979,0.004783665895957386,0.0014815012188630575,0.002485659686709329,0.004051091573201369,0.000874285454795758,0.002746080941675592,0.12104455982271221,0.23806975630231114,0.0013915263546750239,0.002097358920686136,0.0032026639842596383,0.024635251786995913,0.019465630575484644,0.002407496691028759,0.022757134437620986,0.00012023841533221152,0.0006151493301822957,0.0036471765710406256,0.005830481863210912,0.09943112015878346,0.0002112248677458522,0.0013831059265661191,0.0008059358651054694,0.003729781007110826,0.004192130229437562,0.011861753422304926,0.0003454390696399241,0.002422083452926475,0.0004544424137349725,0.0017670698068505907,0.036139103896959915,0.0,0.14025604409185793,0.00023006100349424238,0.0026719919008471316,7.947705053231963e-05,0.0,5.6287445125977925e-05,0.0,0.0,0.0,0.0,0.0,3.785572025859823e-05,0.0001586524672974931,0.00030342984299949337,0.00014313411405211078,0.0005777307934207003,0.0007554767344736811,0.00024666805768329343,0.0022093001440503636,0.00017057248023236512,0.00011400411870681846,0.00016808639226719552,3.962020916265597e-05,0.0002641570941280232,0.003413816647757343,0.004270306188414209,0.00021012505044805518,4.9466757928489085e-05,0.0030780602618753782,0.0007403114324710944,0.007722605749381493,0.0003131509462345649,3.159505554867482e-05,0.0,0.0004306768901872699,0.0007424192867762637,0.002782179518383797,0.007785751476034743,0.0051846528512121196,0.00019136231039887296,0.006179594361569346,0.0001530738736208153,0.00016163424903219582,8.201093149416318e-05,0.0,0.0,0.0004444650019990627,0.0017107809813379435,0.0005316264530681915,0.009718204523310976,0.009219519147390998,0.0,0.00014404813438841446,0.017847251808254132,0.017847251808254132,0.0,0.0
LH_Default_PFC_7,0.00011842124424069487,0.007118422606150243,0.008832335218293453,0.008666660380822755,0.0028459337950566452,0.0004084250223195352,0.0,0.0,8.475795495460505e-05,0.003222828059698908,0.0017746093708941354,0.0017173715218322808,0.00037397393324946983,0.0,0.0,0.0,0.0,0.00018159341031129887,0.0,0.0,0.0,0.0,0.00023842611588468374,0.00031002145927004496,8.979110695992647e-05,0.00048517968042511596,0.000600385117264297,0.00041315356385795656,0.0023869156578419106,0.008659184114063075,0.007823307629250367,0.0006554430157360361,0.0002543355311321327,0.0014942913766595202,0.0005643903587437045,0.0006528103522988583,0.002232224861737022,0.0113305439501193,0.1678465198685255,0.000254171134019896,0.000934363079277304,0.002877332660257573,0.09625595330738929,0.0465017242594856,0.0021676604793112023,0.04849317727339307,0.0,8.047813933638355e-05,0.0008077683033507042,0.0012536732607200585,0.038133691576209855,0.0,0.0010650023495968742,0.00023552034024521462,0.0005807351741673848,0.0004334428149199742,0.0025204393039516934,0.0009920118594264843,0.0042043555121860435,0.0015468841397392223,0.0032692109528279895,0.2388104015454399,0.14025604409185793,0.0,0.00010082335004025058,0.00244672260314907,0.0,0.0,9.458685559250142e-05,0.0,0.0,7.665873279930863e-05,6.262210897229997e-05,0.0,0.0001567784034535817,0.0,0.0,0.0,0.0001085033857789779,0.00013124249158391943,0.0001000928787173113,0.00024533719527426804,0.000124377443077295,0.0,0.0,0.00010167332891776026,0.00022967708248691722,0.0014803212813008144,0.0008102640540225828,0.0,0.0,0.002056419601680315,0.0007434247558017251,0.0022818404623647956,3.957845824954729e-05,0.0,7.221403423443471e-05,0.0,0.0007876775310707585,0.0019511939209208872,0.004655945229619361,0.003517214538473029,0.0001254724251659091,0.009199696898877202,0.0003699381568851786,0.0,0.0,0.0,0.0,0.0001795756512994139,0.0020371549329866036,0.0005627995286524076,0.0069929141058510625,0.006256063672928191,0.0001348745356930507,0.0004483113492112286,0.017989265213990087,0.017989265213990087,0.0,0.0
LH_Default_pCunPCC_1,6.977705024769472e-05,0.005210706747396999,0.000533243730288506,0.002192232025289292,0.00015604772777172245,0.027625027109571945,0.00021277801482331293,9.731077492740316e-05,0.0,0.0022690624735637,0.0,0.0010559949101274593,0.00023390319412307565,0.0022259850936907125,0.00010242182238401961,0.0,0.022991378710638815,0.006699832551326331,0.006688832612378813,0.008214320750978223,0.011737128789761669,0.08935605044599532,0.0021837982290223044,0.020505835516225916,0.03329251751446417,0.0007157940531745108,0.0003443197881188742,0.00022229018998055073,0.0,0.00031261407607039837,0.000626862206071763,0.004144905905803176,0.0001585233587294721,0.014637362716555708,0.0,0.0013617380999665946,0.00045221470099482034,4.147271121250418e-05,0.00014822278227898282,0.0006755722190605844,0.00022498707224464292,0.000314491043353316,0.00019034397832888597,0.0028055698350970175,0.0005518248029687261,0.00019308007051497682,0.0,0.0014684824836857394,0.0016251821973873187,0.002236010491214729,0.00024818996098083885,0.047297977593138356,0.037993105066014034,0.0008889136360053149,0.0010925995103702713,6.507991828982128e-05,0.003998747885087876,0.0,0.00014127956841305487,0.00026602177288489006,0.0,0.0001229472043953144,0.00023006100349424238,0.00010082335004025058,0.0,0.14795509980838994,0.000288941204230407,0.0015577601446408265,0.0016036284041698325,0.003879130431687841,0.00137885216092656,0.009270714257397015,0.0022171172352200576,0.008121619665525553,0.0007055563575783786,4.9665313827134316e-05,0.0,0.0,9.371110821182341e-05,0.0001321105928562946,0.0,0.00041366689033211303,0.0006506613023199112,0.0,6.850832837391591e-05,0.0021687092878511964,0.0007369533488465668,0.0,0.0,0.0,7.110825968130353e-05,0.00014842355142329834,0.0003508995515720188,0.0002789488858607615,3.665017228215697e-05,0.00019552686758574517,5.807706246564056e-05,0.0002606383843917218,0.0,8.71565888691453e-05,0.0,0.00012169104866725227,0.0016922086074072503,0.00010789030516065576,0.004208048428262783,0.00022739958714248587,0.0006789541548414202,6.163391405939184e-05,0.00032662196240614423,7.402543315039512e-05,4.134206031300535e-05,0.00012509866041136638,0.0,0.00010811624129886368,0.004573777007305241,0.003946138653763819,0.028741166715855943,0.028741166715855943,0.0,0.0
LH_Default_pCunPCC_2,0.00031855311261347774,0.033742175465577166,0.004080868125469702,0.013075122692769028,0.003284739840197371,0.011563467752186373,0.0011511720236882376,0.002028434733475816,0.0005168435490205945,0.007657030495914212,0.0005157188731952005,0.006241826661683904,0.001854256918459683,0.0069007476927402025,0.0012604870344166972,0.0002696635760964478,0.0038377011872322143,0.0031565277677713085,0.0006009968136401178,0.005491899424803575,0.0029076276942430384,0.010093348534768724,0.007816866228354116,0.013585232835130495,0.006433838347616605,0.011796025828901742,0.004074600911634749,0.0009739895464499324,0.0010948975418583323,0.00105903328000409,0.012174760121988017,0.009096029447177457,0.0020528587940063154,0.05422841744562414,0.0006387222338796289,0.12089107768238179,0.01003629147394689,0.0030179813341237346,0.0015511110572435768,0.008943312646428765,0.005724255444527829,0.0012878021953026616,0.001111507831087658,0.04578711041763714,0.11183624152993454,0.003980408981584664,0.0004139140258164848,0.003260543747826785,0.007588133731357568,0.01406633134066428,0.0017615169354071318,0.1526337387375756,0.1890050648685712,0.006343317232033183,0.005505783562173184,0.004545294983972131,0.021859043323956613,0.00030746171340931516,0.0020389843347667323,0.0038829486005039007,0.0004719846259132329,0.008720961796551187,0.0026719919008471316,0.00244672260314907,0.14795509980838994,0.0,0.0007265655034252239,0.0018766033119678835,0.004143319745120438,0.0026550872557273104,0.0006815075501522887,0.0033363798434298602,0.0036150596811317724,0.0033564827230119147,0.003756039609241125,0.0011253363327050302,0.00020953553665471676,0.00010366812646976612,0.00027018622596438816,0.0021049795111138686,0.002670856527025018,0.00657041412891146,0.003050315129819992,0.0009575800803465235,0.0032394525460894873,0.01666073942793113,0.010943784825380732,0.0006253610548442537,0.0015269519422701754,0.0016140963775672834,0.002772856047482888,0.001600937872455594,0.004677608813703112,0.0021440107000292572,0.0,0.0013837358533000121,0.0015711709520473377,0.004237306710884582,0.0001779481368539156,0.00017233961037907856,0.0005951765173416988,0.0006618885269456801,0.008008550504304846,0.0013828139516498614,0.019094135889960197,0.003078435086982811,0.003391905800946881,0.0013832488737033288,0.003928212848323676,0.0004757988232257416,0.0001768065069497498,9.673217698509975e-05,0.0007121975906525758,0.0006309875109225205,0.003368234633383176,0.01993339876018004,0.031323192395109764,0.031323192395109764,0.0,0.0
RH_Vis_1,0.0031657678795116613,0.0011458615759064913,0.0,0.0003150920359486795,6.574190238348115e-05,0.0008581189560259031,0.0,0.0,0.014423206867618301,0.006209409938679915,0.0005562259152460328,0.0068757627903585205,0.0041083317319045975,0.405639132715069,0.008667118584369884,0.0001735676802509276,0.0,4.1618530942088946e-05,0.00014073079144987755,0.0006544623975265136,0.0005300579790716699,0.000388395927875393,0.0003755371517514808,0.000621480248091041,0.00033182438914700085,0.0,0.0,0.0,0.0,0.0,4.897155770502819e-05,0.00014222734267375372,0.0,0.0003827456466316194,0.0,0.00011624497211116235,0.0,6.9007897251288e-05,0.0,7.426648413708717e-05,6.303607074098737e-05,0.0,7.92363851284971e-05,5.022340647243808e-05,0.00015110870811232938,8.665083524254655e-05,0.0,0.0,0.0,0.0004411790609294166,0.0,0.00014190547737344503,0.0008507686823246528,0.00013487258464373083,0.0,0.0,0.0005580483765345193,0.0,0.0,0.0,0.0,7.916727325496924e-05,7.947705053231963e-05,0.0,0.000288941204230407,0.0007265655034252239,0.0,0.15900717422541624,0.10870863487184479,0.011139826372836498,0.02264183751353441,0.07443940316670002,0.004758641486754907,0.005998977389749272,0.0003796807178069377,0.0,0.00013091980499209857,4.6720598173674906e-05,0.0,0.00037378303888244136,0.00012396280268275734,0.000473792130442212,0.003924877178631346,4.323129684283005e-05,0.0006485414563875001,0.0027810254534320804,0.0004792404240998018,0.0,8.007912275971773e-05,0.0006427735260985872,0.00016590936825106704,0.0010850327357436282,0.0,6.607137523380532e-05,0.0006928701837701658,0.2071078157411761,6.3020288834139e-05,0.0007903148484931721,0.0001896181147212367,0.00036878873820704946,0.00012576721290920813,0.00017178734003510406,0.0019900347475736045,0.0001658591422264872,0.0032651391321770564,0.0003441543692120337,0.011877111087745276,0.0024004097897065194,0.0007235046502114737,0.0004643936868081601,2.67084269616749e-05,0.0,5.168561768595705e-05,0.00016169249903628998,0.0148909936528313,0.004328652939106253,0.0,0.0,0.025662061850579836,0.025662061850579836
RH_Vis_2,0.0001057898039208072,0.0015593787521220339,0.0,0.0005292866552437075,0.00031096058490698183,0.0008586434258449878,0.0,0.0,8.215206253605498e-05,0.011403187049403414,0.0005724203109364962,0.010540923590355687,0.0027867621592202302,0.04704057340845102,0.005699943010238044,6.706378071164827e-05,6.100579956498814e-05,0.0011257459026848336,0.0005968458636727091,0.0019350590707929592,0.0008959881215591605,0.0022016416084124466,0.0010622749831511182,0.0027467635236061395,0.0022769451909377763,0.0003486948349942032,0.0,0.0,0.0,0.0,0.0,0.0015419407244351094,0.0,0.0007957090410183423,0.0,0.00011455963180272525,0.0,0.0,0.0,0.0,0.00018573390327128626,0.0,0.0,0.0,0.0,0.0001116444633645552,0.0,4.164976315451782e-05,4.805399386215376e-05,0.0003178414037529682,0.0,0.0020565730096807687,0.0009414241773939221,0.0002616316921334795,0.0001610488763988765,7.375290317823758e-05,0.0003842730020709386,0.0,0.0,8.696297228705832e-05,0.0,0.0,0.0,0.0,0.0015577601446408265,0.0018766033119678835,0.15900717422541624,0.0,0.22220147354702913,0.37523517158053943,0.3075131517141492,0.1978380121958143,0.027398074810125572,0.03816605048877432,0.0019884138612976427,0.00020183043031781422,0.0,4.201529571479698e-05,0.0001408472528997794,0.00022677398664839115,4.5775519137233426e-05,0.0,0.004044773308194484,0.000110852098279405,0.00013221331213272773,0.007102323391591112,0.0,0.00026117126762901886,7.074369878985553e-05,0.0009522917418865139,6.339588125148316e-05,0.0038621257991462168,0.0,0.0,0.0012500284615296045,0.021498621814989967,0.00011439995422481094,0.0003895060595149493,0.0002610649971343576,6.316862641986154e-05,0.0001326875058014584,9.255373881492536e-05,0.0007801514315810181,0.00017054191893412976,0.0057500718332325895,0.0002012463262521348,0.017105538024661388,0.005167404044462563,0.0030241741343207114,0.001022436229473863,0.0002732568267130784,9.613167022415174e-05,7.970138842953359e-05,0.0001527469880315457,0.0051045111483526825,0.002023455173633525,0.0,0.0,0.023446723882706487,0.023446723882706487
RH_Vis_3,0.0002131243260775477,0.0021294310752704632,0.0,0.0006726849166963928,0.0,0.0010270654680000757,0.00010417789786986502,0.0,0.0006277437140605102,0.010682443249654085,0.0016674319236309422,0.017483135989607986,0.004528684116368493,0.012002858957889845,0.004598156648689189,0.0005513614788810864,0.000346674681512699,0.0009233581393199691,0.0005651032320644797,0.003291160030179965,0.0014323819597840443,0.00145155978750389,0.00133760488459454,0.0034598277387486946,0.001991351123634232,0.0,0.00012233697709022653,0.00012573716250827415,0.0,0.0,0.0003305614490883509,0.0027553571054142393,0.0,0.0017011639469193451,0.0,0.0008118776797731234,0.00026905637176105634,0.0,4.982631781011962e-05,0.00010604200596408495,5.5770814206630736e-05,0.0,0.0,0.0,0.00017828143083047643,4.651965937289616e-05,8.588297009292399e-05,0.00010961929344991938,0.00030582558889834135,0.0014169324523600187,4.018913283076378e-05,0.001875680238145797,0.001516731354985966,0.0003971153523646105,0.0001078723524222522,0.00012562309167216349,0.0007427857678704016,0.0,0.0,0.0,0.0,0.00010442896629950658,5.6287445125977925e-05,9.458685559250142e-05,0.0016036284041698325,0.004143319745120438,0.10870863487184479,0.22220147354702913,0.0,0.24003840378605293,0.01152790817791561,0.019148768432689426,0.21944025954771817,0.036339115374793354,0.005467291707296488,0.00011041009692444813,0.0009743633497627614,0.0024149242393928854,0.0012943661575698152,0.002771866024907174,0.0012721094660603815,0.001305819634511742,0.15990569998737025,0.001694306463548619,0.0022178608510630077,0.03259608109401318,0.0010300439337221025,0.003633566945539115,0.0026659416101507934,0.006638638633590969,0.0014401623820228502,0.0072611747656676565,0.00017999438272819736,0.0004474357329287262,0.0012810349151884265,0.0748442625461364,0.001506917218316142,0.004467877308410795,0.0007358216322779757,0.00127806998342512,0.0015565319745174317,0.003763121147105655,0.0010718133278177094,0.00020104868418489,0.010054302948188987,0.006796818345443842,0.3135957112316047,0.007787063853601004,0.014524657769201997,0.0007877450234962339,0.0005298927838028925,3.841269085775175e-05,0.0007133754981210173,0.0008148396926741088,0.00454021851173142,0.004239549168313658,0.0,0.0,0.020153847803042104,0.020153847803042104
RH_Vis_4,0.00016293912315581906,0.0023632704824194358,0.00010319660489032081,0.00019727172261008852,0.0,0.0006202544030323493,0.0,7.243604513903129e-05,0.00015531016557981334,0.007488210593931062,0.0001260449578896754,0.010628029679436416,0.0025184991242131467,0.009416760563187541,0.0038007307999444293,0.0,0.0001109358160320293,0.002774245302561672,0.0006010854475743286,0.0042620497911138155,0.0030766698731829554,0.0036341092562775755,0.0018302160810315057,0.004801138822749824,0.0035816670671642435,8.779921670275667e-05,0.0,0.0,0.0,0.0,0.0,0.0015303285415840969,0.0,0.001811383029946069,6.46044020718481e-05,0.0004704927325304209,5.2715575079459916e-05,0.0,3.3734730080149526e-05,5.2816493683892226e-05,0.00034966994322452083,0.0,0.0,0.0,0.0,0.0,0.0,0.00028418837868286333,0.0003271188591942308,0.0005468045371429037,0.0,0.0021513286811651973,0.001224979864713721,0.00028166780033001736,0.00015567959638290333,0.00012484879500027776,0.0012313214459167216,9.576388007617182e-05,0.0001285128501992341,0.0,6.688554117439663e-05,0.0,0.0,0.0,0.003879130431687841,0.0026550872557273104,0.011139826372836498,0.37523517158053943,0.24003840378605293,0.0,0.3517281324742044,0.10357293447656248,0.1553063665860328,0.17013993776886896,0.001858741956704362,0.00012498302796463428,0.0,0.0,0.00013747440145134944,5.2980462799144044e-05,7.941225718693006e-05,0.0,0.004147583942704528,0.0,0.0001478062024026108,0.004548424440090017,0.00029005864652116933,3.7244316925758306e-05,9.72035019172816e-05,0.00012159384322585316,0.00030205399849291106,0.004003183561013603,0.0,0.0,0.0004743974068632552,0.01025327892394726,0.0,0.0003092444712297295,0.00022586337100882398,0.0,5.8681849196439895e-05,0.0,0.0010323657016916095,0.0,0.006338991462648582,0.00012610333128028797,0.01890254027493457,0.004850850718843423,0.004319041314415325,0.00104836528549309,0.0001274680748560566,6.170670053766604e-05,4.342563832071182e-05,9.814738950265633e-05,0.0036660805385274123,0.003157404509955785,0.0,0.0,0.014735182226453297,0.014735182226453297
RH_Vis_5,0.0,0.002126811868675433,0.0,0.00024137631452654732,6.110697265411436e-05,0.0008176262807927884,0.0,0.0,0.00020047455900387313,0.012596878152104592,0.0001426873314695731,0.006285302148157986,0.0014426778938167843,0.02725734234524607,0.002791147104007813,0.00019294149588751,0.0,0.0017843897035137873,0.003634324905064825,0.002762266785138,0.003148784993843881,0.0031134606289793397,0.0004107589130144582,0.00410270339418193,0.003962118653811358,4.147103778285061e-05,0.0,0.0,0.0,0.0,0.0,0.0006501537017513672,0.0,0.0004983048403302449,0.0,0.0,0.00016098025421559207,0.0,0.0,0.0,0.0,0.0,8.471021208370438e-05,0.0,0.0,0.0,0.0,0.0,7.535088197593374e-05,0.00032356312193497185,0.0,0.0009027386211069156,0.0006371078408191773,6.745429133021311e-05,0.00012712960250155846,0.0001376057502558425,0.000749648337079175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137885216092656,0.0006815075501522887,0.02264183751353441,0.3075131517141492,0.01152790817791561,0.3517281324742044,0.0,0.5738881486176611,0.010560685356340582,0.4583189580315079,0.0005803822655902524,0.0,0.0,0.0,0.0,0.00018246924252020774,0.0,0.0,0.0008620612748142871,0.0,0.0,0.0011297122664209592,8.67468145304206e-05,0.0001815372694455001,0.0,0.00014942192186813186,0.0,0.0029809603930659335,0.0,7.580762030816264e-05,0.00014995345556538514,0.01112863048838636,0.0,8.121890572193825e-05,0.00015503492110425506,0.0,0.0,0.0,0.0003759559333060372,0.00013238506616611488,0.00305080076373245,0.0,0.008844545201113677,0.003076072370112564,0.0011708715373188521,0.0012520160216911494,0.0,0.0,3.810331073075681e-05,0.0,0.004627127282634512,0.0008686625422240625,0.0,0.0,0.025229820113984176,0.025229820113984176
RH_Vis_6,0.0,0.007033338106847206,7.759637008636893e-05,0.00044939223053430563,0.0,0.004201627871976439,0.00014084293437164163,0.0,0.00035072942469834126,0.024385965698745335,0.0003886560613582955,0.0033065875825154115,0.001209297341849995,0.10110889440977804,0.00243078707237387,0.0,0.00023435891837235724,0.008241561718008442,0.0024027025117184684,0.012155875287123216,0.012841674374612958,0.015479720995926111,0.0022864836165767607,0.013003976106150547,0.011437887093909005,0.00015993623461483904,9.432538413704094e-05,0.0,0.0,4.272603290647551e-05,0.0003077770739266166,0.0033644637948643326,5.114568599380639e-05,0.003806390867281423,0.0,0.00027138225775560963,0.0003007972258322588,0.00012236811676276675,0.0,7.860269510580063e-05,0.00029680904967320694,0.0,0.0,0.0,0.0,0.0,0.0,0.00014830720950408682,0.00081522935501036,0.0006523400260263079,0.0,0.003489927286075161,0.0024555265204124843,0.00038600356353831,0.00010850453096010026,0.0002066239888396906,0.002256293314610307,0.0,0.0,0.0,0.0,4.1109403465382024e-05,0.0,7.665873279930863e-05,0.009270714257397015,0.0033363798434298602,0.07443940316670002,0.1978380121958143,0.019148768432689426,0.10357293447656248,0.5738881486176611,0.0,0.016341399198015423,0.22086447460591344,0.0003974317269648576,0.0001664090219566709,0.0,0.00013649653244768745,0.0,0.0,0.0,0.00031557986768350477,0.0025088962175508957,0.00010218707567724366,0.0,0.00946974089874434,0.00033122220124474195,8.391113785662509e-05,0.00020037776999197256,0.00042431800788091556,0.00038878700144494733,0.0013687748793716312,7.847999492507054e-05,0.00011671139242924416,0.00031623099376355905,0.005320044600054641,0.00014594391811536314,0.0012919729603737336,0.0002872531378510818,0.0,0.0005100741636238923,0.0,0.008707625938742851,0.001241618143403544,0.02438055109731881,0.00023295098565937709,0.0077128592670819614,0.0026151466811817187,0.002812839656932548,0.0007568162300831562,0.0003380027955354615,0.0,5.2903596854110634e-05,0.0,0.11307041177005434,0.013786113536282433,0.0,0.0,0.026025734046996245,0.026025734046996245
