,L.BSTS,L.CACG,L.CMFG,L.CU,L.EC,L.FG,L.IPG,L.ITG,L.ICG,L.LOG,L.LOFG,L.LG,L.MOFG,L.MTG,L.PHIG,L.PaCG,L.POP,L.POR,L.PTR,L.PCAL,L.PoCG,L.PCG,L.PrCG,L.PCU,L.RACG,L.RMFG,L.SFG,L.SPG,L.STG,L.SMG,L.FP,L.TP,L.TTG,L.IN,L.CER,L.TH,L.CA,L.PU,L.PA,L.HI,L.AM,L.AC,R.TH,R.CA,R.PU,R.PA,R.HI,R.AM,R.AC,R.BSTS,R.CACG,R.CMFG,R.CU,R.EC,R.FG,R.IPG,R.ITG,R.ICG,R.LOG,R.LOFG,R.LG,R.MOFG,R.MTG,R.PHIG,R.PaCG,R.POP,R.POR,R.PTR,R.PCAL,R.PoCG,R.PCG,R.PrCG,R.PCU,R.RACG,R.RMFG,R.SFG,R.SPG,R.STG,R.SMG,R.FP,R.TP,R.TTG,R.IN,L.SN,L.VTA,R.SN,R.VTA,R.CER
L.STG,0.2380990993167691,0.00024885851926242355,0.005005652657282533,0.0017559289952017076,0.005859834247332015,0.014864963263706104,0.05166837503503805,0.03684681568398587,0.0061794394536515305,0.03177244887033781,0.007928783788497642,0.0051113705847006434,0.0017500847696304102,0.17762298485872216,0.0006363490214436735,0.0002664498315632858,0.011923250398536143,0.00017534060956399806,0.0012559850228141018,0.0034475284587917347,0.014608048042439247,0.0004397976061920837,0.025738029528372137,0.024120941609967746,0.00019507263939799767,0.003723835060922729,0.0037973205893717683,0.023425280403875856,0.0,0.14621578601088708,0.0,0.0845201027903891,0.13482505733678912,0.11208023726698263,0.0003171836996291595,0.02706164548188483,0.002995667753717738,0.048288330331891435,0.008285072577854961,0.013770709010956056,0.021228611704001286,0.0003445540142887771,0.0028790388143293097,0.00019408175697248882,0.0019929396325166545,0.00037204382493547834,0.000939194613855996,0.00015770026268962291,5.8380450634843514e-05,0.0,0.0001323327040124371,0.0003716408407110861,0.0002380274945304583,0.0,0.0,0.003474351162876353,0.00038456631110393306,0.0008562446261298136,0.0013941146915055272,6.914496424973529e-05,0.00032400250903807395,4.16272605382543e-05,0.0007845107968010449,0.0,0.0004246678934883501,0.0,5.1427415973229895e-05,8.231876543385139e-05,0.0001485890513025414,0.0006397208723045571,0.0,0.000566333376372166,0.006931068190618363,0.0,0.000406005142788885,0.0011609462293960962,0.006679011541001083,0.001527326844494189,0.0013208816774218839,0.0,0.0,0.0,0.0007593667258108467,0.020074088780117866,0.020074088780117866,0.0,0.0,5.916914497107616e-05
L.SMG,0.07042390028313192,0.0005536717102111389,0.011345796339868784,7.451128298927071e-05,0.0,0.0024985502502850106,0.2696137163717376,0.011051195916583696,0.004884027263738379,0.0018181051428829717,0.00037690357646856054,0.00029100514835839853,0.000572582020536133,0.037394322473569344,0.00011329535955526043,0.005775250514141161,0.01520772061027246,5.4146750727813485e-05,0.000998021048916839,0.0,0.3199683372537594,0.004245627913097843,0.10400154911918627,0.04207268288468088,0.0004162968546892046,0.0034868633944683926,0.005914715373409322,0.27907315324306503,0.14621578601088708,0.0,0.0,7.303828702289195e-05,0.02028336289927824,0.10578750323265312,0.0012668152089033258,0.059371347164973436,0.013249391802241136,0.04878247344521309,0.016919144685999324,0.004980870908875229,0.000814821462316039,0.0,0.00400685006080795,0.0002765897279204001,0.0016434253606640338,0.0009872348077072507,0.0013896482190760148,0.00016821135581936904,0.0,9.160129514567664e-05,0.0,0.00030421595393049985,0.0,0.0,7.426648413708717e-05,0.0017652269366608179,0.00031200276142161887,0.0019239239542030628,9.607287269238279e-05,0.00018821496709166654,6.65262859032328e-05,0.0003302160034676574,0.0006840456879490108,0.00010221626044463562,0.001113664419211704,0.0,0.0,4.7933684295214626e-05,0.0,0.0022005967906551425,0.001108214652627553,0.0016285997494578115,0.01189480830809291,0.0,0.0007115771068431594,0.001228082642352871,0.01185607130348362,0.0008347904289675118,0.0022505754059870655,5.062071491699201e-05,6.81372588436308e-05,0.00017672271208055157,0.0014510836042275546,0.020319115642882246,0.020319115642882246,0.0,0.0,0.00011918534610151122
L.FP,0.0,0.0008292925917670207,0.00012809885758391715,0.0,0.0,0.0,0.0,3.97405187295951e-05,0.00022642400078940953,0.0,0.04236874615539126,0.0,0.10097597528820267,0.0,0.0,0.0,0.000531330826682152,0.003711793539258184,0.0019618389578278423,0.0,0.0,0.00028665342153501636,0.00023544435728495137,0.0,0.007759696704576748,0.09193454691633653,0.06354169616128207,0.0,0.0,0.0,0.0,0.0,0.0,0.001957907832510158,0.0,0.0007761503923774394,0.011182135347743847,0.006034285159127117,0.0007344928944305605,0.0,0.00013027000531711387,0.0006252450792287673,0.0,0.001088981123606378,0.0006241468543882204,0.00023107117663071123,0.0,0.0,0.00013198967406842147,0.0,0.00020220595718607024,7.782512869118155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018628242690651713,0.0,0.0022655420981094014,0.0,0.0,0.0,0.0,0.0008568750194189752,0.0006717168260743005,0.0,0.0,0.00014549833083972086,0.0,0.0,0.0016719944601765644,0.00218696775876782,0.0026973412349499855,0.0,0.0,0.0,0.0007273301026879428,0.0,0.0,0.00016720427120168452,0.029291383987056507,0.029291383987056507,0.0,0.0,0.0
L.TP,0.00038946280097282055,0.0,0.0,0.00023424082976274713,0.10756075286098132,0.10377954095222823,0.0006974747141461014,0.04521016546331148,0.00025081704503389574,0.0015401894629513918,0.00175691938793697,0.002115353745459926,0.0009468959144899762,0.028208255319907845,0.0026057803643123488,0.0,0.0,0.0,0.00023563738392524806,0.0003922611609365072,0.0,0.0,8.487397298420667e-05,0.0005961195026631593,0.0,8.924139688620551e-05,3.478405915701574e-05,0.0004717824455356142,0.0845201027903891,7.303828702289195e-05,0.0,0.0,0.0,0.06030574972022493,9.24876961810387e-05,0.006368531910958448,0.000185165955127838,0.007062053579400736,0.0029220253431665867,0.02675399152071261,0.12268318898746754,0.0003995756024216954,7.070664427609738e-05,4.36051579930902e-05,0.00020749385608160887,0.00015659802007557576,0.00013741297424441163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015524532596447962,0.0,0.0,0.00021218932617731508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244174312042336,0.0,6.394884564462262e-05,0.0,0.00029750517712996016,0.0,4.431445310483683e-05,0.0,0.0,0.0,0.0,0.018838539110857554,0.018838539110857554,0.0,0.0,0.0
L.TTG,0.006402471512784637,0.0001517655600979975,0.0005571212810831106,9.69491753123929e-05,0.0,0.00024622636093880315,0.00837068416315685,0.0004478226460591182,0.0010358689996806166,0.0026033865887419676,6.683600148732423e-05,5.17983544053394e-05,0.00019066795276748998,0.0023177784283845335,0.0,0.00031218046885451013,0.0022154526084233626,0.0,0.0001292852305242584,8.902766058998827e-05,0.0038137925970166088,0.0006039103086486341,0.0034299168455527895,0.00893490667767747,0.00017347845251909744,0.0001847284458133113,0.0007003644456823715,0.00906278942377469,0.13482505733678912,0.02028336289927824,0.0,0.0,0.0,0.025111320591491026,0.00015514053225220797,0.007143894461137788,0.0010363585395475527,0.010390088364605204,0.002494683841196148,0.0008907698126599088,0.00018777009700016097,0.0,0.0006629538268650007,0.00022520473377447215,0.00028407070650275125,0.0,0.000557288558499382,0.0,0.0,0.0,0.0,0.0,9.518494089302895e-05,0.0,0.00020483678139296174,0.0002083392233879998,5.356902420279517e-05,0.00016188929667705095,0.00013087328827472234,0.00010777794245665687,0.0,0.0,0.00027777940530593305,0.0,5.96920146212517e-05,0.0,0.0,0.0,0.0,0.0001120660211157715,0.0,0.00012939020931630594,0.0020327181967079795,0.0,4.785903930750958e-05,0.0,0.0017376490550309045,0.00029463597402566146,0.000267721132986461,0.0,0.0,0.0,0.0,0.025464160488641696,0.025464160488641696,0.0,0.0,0.0
L.IN,0.005771446993618307,0.003372917070777887,0.007183995850730782,0.0013259093425829717,0.019031838657690498,0.015209153571169427,0.014832675088247047,0.019974043077444076,0.002531415209518962,0.01251202660654798,0.2525431141523722,0.005827021326362125,0.035047529782537896,0.024937730535866207,0.0012632243797471145,0.007318120285076995,0.048371432995010656,0.013367175685710312,0.04978056498639017,0.002309630962100617,0.07903083785668544,0.0033617970073432026,0.0850910370533791,0.017317323236856544,0.0027395992550811243,0.027194062204404533,0.04045232427115342,0.02921373795258864,0.11208023726698263,0.10578750323265312,0.001957907832510158,0.06030574972022493,0.025111320591491026,0.0,0.0019386557530971368,0.05333355297038411,0.039205258343061704,0.5340012472074915,0.04930391675880539,0.013086528376714318,0.02534257515904615,0.013790385424316907,0.002927669312418788,0.0018393287923359513,0.0019766826451589796,0.0008579989626369176,0.000709796747348194,0.00018436305591869328,0.0002593852593450138,0.00012069409331154926,0.000638111046473195,0.0011566734429535861,0.00027589101320259294,0.0,6.303607074098737e-05,0.001588872213303425,0.00019504856745945477,0.0008533584303884568,0.00024086667229670868,0.0010293250992901635,9.432538413704094e-05,0.0005841908912302969,0.00025215448163084706,0.0,0.0019972224055554823,0.00036681770798311877,0.0012905648811392632,0.0012090712746136113,5.605347729659844e-05,0.0009858764146813434,0.0008805941110775338,0.0016206115173314905,0.004410186249099984,0.0007882918031401469,0.004686237013141234,0.007247269887795502,0.00520899531083996,0.0007475444465659036,0.0007960312147849477,0.00023247176013419898,0.0,7.713284549563687e-05,0.00013401467047076656,0.04360574667613376,0.04360574667613376,0.0,0.0,0.0007347413678874897
L.CER,0.0,0.0,0.00022481628988008795,0.0,0.0,9.559691305410976e-05,0.002810040741729536,0.00048748564335280214,0.0007932829574593235,0.0007528087516456567,0.0008546376632512585,0.00012838773626974107,0.008437347789822375,0.0005037857003169925,0.0005306331954522067,0.0008129270705432489,0.001012020537257686,0.00021315476013343597,0.00011779782614564168,0.0,0.002378390204671026,0.00042391216648745894,0.006320936695161906,0.0015506788342701866,0.0008131621064371764,0.0010811162664308164,0.003632044371327385,0.0020678170688546195,0.0003171836996291595,0.0012668152089033258,0.0,9.24876961810387e-05,0.00015514053225220797,0.0019386557530971368,0.0,0.15313151433842617,0.011566285526247545,0.021118203635242708,0.06263248786448705,0.03730902180687021,0.007481962281368365,0.0032279387909775713,0.07496840668844272,0.007312976189312638,0.008783017692502944,0.04228698755703852,0.017833034236449524,0.004685807894109941,0.0011709292205161284,9.98095755597803e-05,0.0,0.0006780224208280919,0.0,0.0,0.0,0.0009522442187978486,0.00024708855122579034,0.0,0.00040627612271790806,0.006873188565861049,0.0,0.0007785168725364932,0.00031644889435476634,0.0031657678795116613,0.0007096153923013572,0.00035369862871984225,0.00020667468527537107,0.000220451684588864,3.3492460651589814e-05,0.0013461783351210216,0.00012829919873124808,0.0037335011222031757,0.0006938221146141986,0.0,0.0012620595069075759,0.0017477739907726753,0.0009561731385815174,0.0011017655477855647,0.000684517163258512,0.00010638478142340668,0.0,0.0,0.00024093777956158715,0.004117381688400606,0.004117381688400606,0.0,0.0,1.0
L.TH,0.004718206355909233,0.006603713501229498,0.02315418087861513,0.009018008442388575,0.005296945930512252,0.031132799386773703,0.0682092913030362,0.028361343595048775,0.012618027283812196,0.07226836375529859,0.014474188603775931,0.025022922310107238,0.1133458478494525,0.022720003482058868,0.003046147214206318,0.04447008933085859,0.04226161423004162,0.0038570240249576116,0.01989781267323115,0.015651017774299652,0.11345583889491447,0.01554150456240884,0.22945815176480333,0.07450022347776986,0.012222035330993681,0.043339265201531044,0.14580064491385827,0.10379646997196908,0.02706164548188483,0.059371347164973436,0.0007761503923774394,0.006368531910958448,0.007143894461137788,0.05333355297038411,0.15313151433842617,0.0,0.3099335503434484,0.22843399171770637,0.14656410937148975,0.341869979106079,0.060467354676526495,0.05353485825611283,0.0589325541795245,0.008762070317031797,0.012815599880591189,0.018759402478565945,0.009516803562904866,0.003266083933593832,0.004811111264322553,0.0002145397005399093,0.0017183707097128008,0.007619070463921926,0.0023731743056646993,0.0,0.0006537261193255606,0.008374244747192786,0.0007029331524889871,0.004007434874346104,0.004354797697894333,0.011730685399257805,0.004452244365720352,0.008040645647339856,0.0006027370185350549,0.0009831989696497015,0.007633938477676306,0.0020959732746630034,0.000394489818354689,0.0019947795337183242,0.0016838043313647639,0.0038816446672024787,0.004991925161025737,0.01340945552983185,0.021085407548820854,0.0011627820164285523,0.008543764347130051,0.020583245734614595,0.017141926108555593,0.0027533090087421765,0.001911009341823815,0.00014749452420171434,0.0,0.00039673078357806477,0.0029278896421820635,0.01987194879353681,0.01987194879353681,0.0,0.0,0.03800464863053746
L.CA,0.0018017810024127598,0.04256531675339055,0.030420541757012472,0.0,0.0,0.0005705314060079393,0.007450338027556898,0.0017685702833080833,0.0011317103105807256,0.0016779927299600515,0.12561226444156698,4.656446024650257e-05,0.13830020068930987,0.002242804087359814,0.0001655242480810181,0.02326822710682711,0.05448859391330572,0.025454522374368092,0.045791082611386244,8.931262946551568e-05,0.03046570114942677,0.007348658849347006,0.1043036656168065,0.010284288142235259,0.04935730644455971,0.1333570970865421,0.12129174113360898,0.014096054080987405,0.002995667753717738,0.013249391802241136,0.011182135347743847,0.000185165955127838,0.0010363585395475527,0.039205258343061704,0.011566285526247545,0.3099335503434484,0.0,0.40616348750321546,0.22123457953510164,0.021095082628884612,0.005245288911507719,0.03966249377643763,0.005533837037137645,0.02389542204392445,0.004616325540993573,0.0024072027997656307,0.00027480648426557035,0.00024017454140639843,0.017961640995356614,0.0,0.0018840100427128823,0.0034157799393330886,0.0,0.0,0.0,0.00029323102572409145,0.0,0.00033932517126553,0.00010319660489032081,0.017762742502476073,0.0,0.026307982174492917,0.0003822263551904723,0.0,0.0021112874347881997,0.0012565732603281423,0.0021755642186633162,0.0027763786169037095,0.0,0.0011102605244864517,0.0012856635406378778,0.003755277444934218,0.002491751128737416,0.011380872933037233,0.013255024250277234,0.019231471724495824,0.001787040126897938,5.72635443042701e-05,0.0004582327935936324,0.0012002707697585965,0.0,0.0,0.0018771241611638162,0.06063175568260526,0.06063175568260526,0.0,0.0,0.0026741679628340016
L.PU,0.0032013952855208336,0.008161982364629188,0.020473236158039965,0.0019370833307320295,0.0029629469562070412,0.009702934173111428,0.03562935622948661,0.016861275842139027,0.005638513663314233,0.025853772055157792,0.25477866961724216,0.004695883633333398,0.19173664208362085,0.01991703667449962,0.0012363718643229394,0.02398150663529994,0.04838333425319477,0.02647071636806534,0.059341439988796325,0.003954364628575802,0.08062593828597245,0.00859973804733096,0.1492798741376705,0.029184945847367815,0.01511602741144978,0.07713309335216129,0.12487860726908727,0.04712659801469929,0.048288330331891435,0.04878247344521309,0.006034285159127117,0.007062053579400736,0.010390088364605204,0.5340012472074915,0.021118203635242708,0.22843399171770637,0.40616348750321546,0.0,0.14498289807672565,0.037849771443673484,0.03713968053901008,0.11622076569288257,0.011515309785903457,0.004090734497050858,0.005743735989502692,0.0043624191366043895,0.0010953365125319352,0.00012559527572395828,0.0013107383223864304,0.0002430912521760462,0.0019424193118113867,0.00481449045860919,0.00036791341882335733,0.0,0.0005292866552437075,0.002920200313896187,0.0009349639677652933,0.0020299105673321164,0.00041567795562538296,0.00579916628005396,0.0,0.004161125622720686,0.001136120484055465,0.0003150920359486795,0.004815496502153116,0.0016344315284140775,0.0015948428984884362,0.003064613976989057,0.0006602806618032101,0.0012938177623336778,0.002855125901729737,0.0076580819726876645,0.008131053158642442,0.001554891061067213,0.01582580755945554,0.024054378493188852,0.0069084647444344,0.0013602359346561344,0.0018771131836195266,0.0006691188573837189,0.0,0.0005307406612537634,0.001872096823748167,0.08802003525193072,0.08802003525193072,0.0,0.0,0.0037439191780423466
L.PA,0.00038344568775449875,0.0029087097438822112,0.0050380389597260425,0.0005000120508990398,0.0006752454530020051,0.0024519003333071344,0.010585128476232327,0.004748398261900422,0.0009171245791578566,0.00707105130603766,0.023664021702909713,0.001533071404605377,0.064353108909087,0.006581828484615453,0.0019330820216204405,0.015279994313455928,0.008156320188153892,0.005574050365293477,0.005990588078177939,0.0008609091686235568,0.039255996182631106,0.0021044144509861197,0.07014131790337043,0.008976462994823567,0.00530091538276716,0.014220530395224014,0.025056562618654257,0.01739946124875287,0.008285072577854961,0.016919144685999324,0.0007344928944305605,0.0029220253431665867,0.002494683841196148,0.04930391675880539,0.06263248786448705,0.14656410937148975,0.22123457953510164,0.14498289807672565,0.0,0.08669833966900065,0.04141794787620975,0.04270762733183834,0.008876626386048803,0.003804074667128553,0.008205182907382346,0.012351678228187692,0.003205388821281765,0.0006321140838156319,0.004583784806827092,0.0,0.0006571990333844521,0.0013219475904179669,0.0,0.0,0.00027425206236918436,0.0008008174742231033,0.00028029413051082073,0.0001313165851881209,0.0,0.009679695135981216,0.00017634324069953967,0.0025342549810828227,0.0004582493775128481,6.574190238348115e-05,0.0020380223132190033,0.0003944625807807876,0.0004090214187670938,0.0003270059720975287,6.110697265411436e-05,0.0006473944977280792,0.0006869950730110202,0.0036921738220024127,0.002831046529149588,0.00010133782555135726,0.0017962777207821557,0.004113040720535706,0.0017291137270827237,0.00029967824892167597,0.0003711275450835593,0.0003173450352134119,0.0,0.0,0.0002874740305653573,0.033628623791345,0.033628623791345,0.0,0.0,0.019013495258290963
L.HI,0.0008921968510040723,0.00019333985697329742,0.0009267522016820494,0.006729068119261288,0.19014272244017785,0.22795920369997313,0.015315769621342214,0.05290657981187315,0.035532689420365436,0.025564926868773447,0.0017869506870955313,0.09927696407743451,0.008210174898416354,0.01646768246154169,0.32368143132933436,0.0020431258071072086,0.0012097770107954734,0.0006122518850607223,0.00048527332308080125,0.012094629373537901,0.006587067823204405,0.002383012757190276,0.013208204888907414,0.026837109190717016,0.0003963908999902644,0.0009490406652199273,0.00581878629035271,0.013995796338602474,0.013770709010956056,0.004980870908875229,0.0,0.02675399152071261,0.0008907698126599088,0.013086528376714318,0.03730902180687021,0.341869979106079,0.021095082628884612,0.037849771443673484,0.08669833966900065,0.0,0.06168535661720435,0.002381647847813878,0.00747272215034887,0.000970330850852861,0.0018975116471734905,0.004152177647841404,0.0019880530482716797,5.203595442534949e-05,0.00011435690775326081,0.00020346600344528618,0.0,0.00034569116757582715,0.0012823467760736441,0.0,0.0006042833754981832,0.0015764636861520527,0.00018205074629697523,0.0008114352658444964,0.001233776745089763,0.0008994452807020042,0.0009633384828827311,0.00023537415035607479,0.0003768447866484484,0.0006982311043495278,0.0003315826595344584,3.8838995134091595e-05,0.0,0.00011572341344274299,0.0012580145652384778,0.0002941710844715715,0.0,0.0011171756679194795,0.004201425980785976,0.0,0.00016558700554885646,0.0006908411387476919,0.005057664657372116,0.00012818889503977239,0.0007366962807474756,0.0,0.0,0.0,0.00021870904281019282,0.019243873358909744,0.019243873358909744,0.0,0.0,0.014326351246277557
L.AM,0.0,0.00047726815229903117,9.334828629911683e-05,0.0002091285924942538,0.13948022638038016,0.0342264935109546,0.0022043391037532907,0.028924106103889943,0.0003352116112689769,0.001747975095374094,0.0016402380478365709,0.0014283518437762832,0.08176086180127032,0.008691345477100081,0.001476562021835551,0.0,0.00016500459033614467,0.00014785647855296356,0.00042996928778432007,0.0005074471451199218,0.0003160132628288137,0.0,0.0009527016627467288,0.0014407316797063346,0.001426912019504167,0.00016595415755718792,0.0010488134523181294,0.0017172436895435605,0.021228611704001286,0.000814821462316039,0.00013027000531711387,0.12268318898746754,0.00018777009700016097,0.02534257515904615,0.007481962281368365,0.060467354676526495,0.005245288911507719,0.03713968053901008,0.04141794787620975,0.06168535661720435,0.0,0.015703653151998176,0.002171129340894137,0.00038377434702496825,0.00047215827701433733,0.0018261016611851567,6.740828358222524e-05,0.0002862597876952092,0.0009005075460841417,0.0,0.0,0.0,0.0,0.0,0.0,0.0006364409405439319,0.0,0.0,0.0,0.00203156129772218,0.00014084293437164163,0.0002203936466553479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010664909848044387,0.00048466858261994643,0.0,0.0,0.0,0.0005824421688097719,7.859771337512676e-05,0.0,0.0,0.0,0.0,0.00023956772650970506,0.02497970227440785,0.02497970227440785,0.0,0.0,0.0019528181733353069
L.AC,7.722266316925652e-05,0.0006187894233338271,0.0,0.0,0.0002320577443839107,7.294531528139988e-05,0.0002571570723379326,0.00016677360212726187,0.0,0.0,0.0767214940304361,0.0,0.27921109014731293,0.0,7.14362904516958e-05,0.00026771709593381737,0.0,6.539460018127174e-05,0.0003154241230508585,0.0,0.0,0.0001258603755142206,0.0006756368273261968,0.0006762298653469634,0.03898874114607317,0.0006108517989591351,0.0007244308395431391,0.0003527868331966945,0.0003445540142887771,0.0,0.0006252450792287673,0.0003995756024216954,0.0,0.013790385424316907,0.0032279387909775713,0.05353485825611283,0.03966249377643763,0.11622076569288257,0.04270762733183834,0.002381647847813878,0.015703653151998176,0.0,0.0034873258124362904,0.00328161037636782,0.001291413556746673,0.0037901224204008716,9.148709321139024e-05,0.00048356138141019767,0.00575020202914431,0.0,0.00026834076080190704,0.0,0.0,0.0,0.0,0.0,0.00018360173025453675,0.0,0.0,0.0033834828164235574,0.0,0.005869115300261449,0.00013230855110149293,0.0,0.0,0.00018295873226137094,7.234740734899234e-05,0.0002864855387536392,0.0,0.0,0.0,0.0,0.0002719052662156183,0.0016901948893038438,0.00033690783272599065,0.00038446571638911146,0.0,0.0,0.0,0.0,0.0,0.0,0.00010421482128544768,0.04521328936892368,0.04521328936892368,0.0,0.0,0.00047392109248874266
R.TH,0.0005596035826245025,0.0038162217459594395,0.008038182335754783,0.0007146067779702551,0.0,0.0007932008707222375,0.004547324537963995,0.0021151182700015164,0.0036709028345405527,0.004127730012774247,0.0005258691494431618,0.0014712189614546974,0.009373008849001588,0.003238831981307671,0.0008606212577507361,0.009707334942219977,0.0027864121193796475,0.00026391484783443565,0.0007731331601537146,0.002036136107370543,0.006318067939333732,0.005493694073999674,0.01619644246844168,0.01929252039316417,0.01597819305583518,0.008487385395477488,0.02400181386223533,0.00998410664597563,0.0028790388143293097,0.00400685006080795,0.0,7.070664427609738e-05,0.0006629538268650007,0.002927669312418788,0.07496840668844272,0.0589325541795245,0.005533837037137645,0.011515309785903457,0.008876626386048803,0.00747272215034887,0.002171129340894137,0.0034873258124362904,0.0,0.3400628737864685,0.23163155211168218,0.1520594185017516,0.25606843602180795,0.055510879198653745,0.027177407195273916,0.003819852725859853,0.007609640899894477,0.04002222821143337,0.008854951072534164,0.0010839019869880407,0.011199539286049283,0.04333465354558365,0.018138954308574252,0.007131506805587143,0.020264704505665112,0.1228076345784612,0.02589087299309349,0.03688363773561579,0.021052625300968308,0.00555624722918743,0.05613591257360793,0.03165264085031622,0.006005845654017029,0.02595193040678142,0.012827459719463443,0.11393310280580185,0.00996704991733252,0.21314788249950556,0.057311998483024984,0.0007484782897175284,0.06233656138315545,0.11031532269871598,0.09316814524837674,0.02755734790389813,0.051914761033068565,0.001156754276546346,0.003886064599779646,0.00227034101237733,0.03401229701387105,0.0,0.0,0.021765159810831276,0.021765159810831276,0.1255943213832213
R.CA,0.00013455103937720279,0.004669659463753356,0.004304470253452047,0.0,0.0,0.0,0.0007527588186640574,0.0001428606162669511,0.00033591384250255423,0.0001184841520858527,0.0059483445559626825,0.0,0.010010411506482785,0.00012491752514676475,0.0,0.001548897765302745,0.0020327222376164567,0.0011461553977647025,0.0013916586905716665,0.0,0.0012671640225903837,0.0015785930444138579,0.004672059717115942,0.0023571532641765316,0.01271010255284438,0.012376422280085765,0.01581411615860395,0.0008586169748601406,0.00019408175697248882,0.0002765897279204001,0.001088981123606378,4.36051579930902e-05,0.00022520473377447215,0.0018393287923359513,0.007312976189312638,0.008762070317031797,0.02389542204392445,0.004090734497050858,0.003804074667128553,0.000970330850852861,0.00038377434702496825,0.00328161037636782,0.3400628737864685,0.0,0.47907127377643416,0.26013675839889383,0.019228679310219873,0.006251176464038972,0.02772897459854236,0.0010965721282605386,0.008315959350446931,0.047604128097297485,9.299181493627087e-05,0.0,0.00112879634130528,0.007437895380177405,0.0017139650417738938,0.0014365041144227672,0.0009235345858968773,0.13137260160704795,0.0004425467195116782,0.07142498854352404,0.004308916081774735,0.0007448919873042046,0.02468061032525056,0.0333467316033843,0.029095519729296297,0.04781144308148584,0.00022067694981287982,0.02556918418948711,0.004921197247998558,0.10155494597732191,0.009247735689206811,0.01749609148148306,0.19208453319811442,0.13127825224351247,0.013210486972687977,0.00394244578010119,0.00810751843728876,0.014280689651454938,0.0002143395753189847,0.0006718596806716186,0.03296338181008944,0.0,0.0,0.07812729775588731,0.07812729775588731,0.008491200221290069
R.PU,0.00016515974117117167,0.0043362542812371485,0.005409924919323094,0.0004227507484704312,0.0,0.0006805731748963036,0.0024050045474846267,0.001559848164563183,0.0015427031991362195,0.0012475639276468384,0.0018362105142654512,0.0001167287243792279,0.004807215971220938,0.0009381030364641196,0.00010864883920483662,0.0039054570005105423,0.0031297789972739975,0.0005694738678717808,0.002088736840448148,0.0006612551453892801,0.0017887811299494146,0.0023722183647588344,0.008953572594012287,0.010161763964661898,0.003957660845428922,0.011253046910035935,0.022492895353151618,0.004650170702007543,0.0019929396325166545,0.0016434253606640338,0.0006241468543882204,0.00020749385608160887,0.00028407070650275125,0.0019766826451589796,0.008783017692502944,0.012815599880591189,0.004616325540993573,0.005743735989502692,0.008205182907382346,0.0018975116471734905,0.00047215827701433733,0.001291413556746673,0.23163155211168218,0.47907127377643416,0.0,0.16571505441176515,0.03325876712586373,0.04173499814488695,0.09836147115002633,0.005329283952196742,0.011202557073512332,0.035237794164994944,0.002679841726074517,0.0017159854246772063,0.016750175802507032,0.03785228775362398,0.0196700779374585,0.004449282038569329,0.022603176418624617,0.3159075862898614,0.006827709243772507,0.048267534529046294,0.026240034086460935,0.002966509853740176,0.020572928955971907,0.0407830603218047,0.03744879781801857,0.052586215227083004,0.004471742144321554,0.08727414026156746,0.0047705722998659505,0.14520935946748695,0.03435184247248569,0.00832860662665526,0.09013761299134798,0.11252322131844072,0.0589880847987383,0.043785213799169546,0.05386385456456858,0.008958357812376694,0.0038525318804206554,0.00794507607982285,0.5845098085991917,0.0,0.0,0.1,0.1,0.016618934143782023
R.PA,0.0,0.0003276381159329184,0.0012289912992314602,0.0,8.676108880824932e-05,0.00012938456823892566,0.0008684923729362688,0.000513507833058326,0.00048423137406005713,0.000650456438285521,0.000322547658601533,8.725461945788516e-05,0.0067225726904933635,0.00043545622070126203,8.537629877909573e-05,0.0013605940408903425,0.0012053939862105747,0.00020235529343142538,0.00025554953494090265,0.0,0.0015328003051456726,0.0014943091250390094,0.0032675229828443802,0.003600226605041202,0.0031156021331015314,0.0016458552576376253,0.006233689972441179,0.001619199296937005,0.00037204382493547834,0.0009872348077072507,0.00023107117663071123,0.00015659802007557576,0.0,0.0008579989626369176,0.04228698755703852,0.018759402478565945,0.0024072027997656307,0.0043624191366043895,0.012351678228187692,0.004152177647841404,0.0018261016611851567,0.0037901224204008716,0.1520594185017516,0.26013675839889383,0.16571505441176515,0.0,0.07898625797218914,0.04975223329796206,0.03434498548651685,0.002193001035620034,0.002400495177032972,0.010424707108962752,0.0005970134264203044,0.0011724821246763813,0.00571727691127106,0.009850446160361296,0.009518989887179802,0.0012178233309810744,0.005398356631225936,0.06590075222679372,0.002180549458141278,0.015832654547260436,0.009617227279435855,0.0037195020155893752,0.00928905259794923,0.012488322010877408,0.005373308786296646,0.011046996020726837,0.0015930173756719718,0.02750712593950571,0.0026568963180110855,0.06801754776299841,0.010535210000260573,0.0022813205501352306,0.014793943416248819,0.030471680124643474,0.018416966139378068,0.009938305265795349,0.013157844573525538,0.00138413598035534,0.003709521789098511,0.0009909357708984753,0.03681898904549556,0.0,0.0,0.04226491436352264,0.04226491436352264,0.05164564020727504
