,L.BSTS,L.CACG,L.CMFG,L.CU,L.EC,L.FG,L.IPG,L.ITG,L.ICG,L.LOG,L.LOFG,L.LG,L.MOFG,L.MTG,L.PHIG,L.PaCG,L.POP,L.POR,L.PTR,L.PCAL,L.PoCG,L.PCG,L.PrCG,L.PCU,L.RACG,L.RMFG,L.SFG,L.SPG,L.STG,L.SMG,L.FP,L.TP,L.TTG,L.IN,L.CER,L.TH,L.CA,L.PU,L.PA,L.HI,L.AM,L.AC,R.TH,R.CA,R.PU,R.PA,R.HI,R.AM,R.AC,R.BSTS,R.CACG,R.CMFG,R.CU,R.EC,R.FG,R.IPG,R.ITG,R.ICG,R.LOG,R.LOFG,R.LG,R.MOFG,R.MTG,R.PHIG,R.PaCG,R.POP,R.POR,R.PTR,R.PCAL,R.PoCG,R.PCG,R.PrCG,R.PCU,R.RACG,R.RMFG,R.SFG,R.SPG,R.STG,R.SMG,R.FP,R.TP,R.TTG,R.IN,L.SN,L.VTA,R.SN,R.VTA,R.CER
L.LOFG,0.0003066931734896714,0.003033840866515365,0.00010921158969120382,0.00014200245917677916,0.00027163551244012164,0.0009510214314113128,0.0005498772277507475,0.0019962817337312424,0.00022240043583459618,0.0008525784810717041,0.0,0.0005436497096721998,0.24250498591586808,0.0025325150364563236,0.0,0.0001380301073386914,0.007676789296766845,0.158776771822993,0.09766841646870905,0.00024107243281127098,0.0005460064345846554,0.0006493576042240414,0.0012519776446281495,0.0004129132801811753,0.04267097104035607,0.11782745389376899,0.028402853052308778,0.0008495920145051357,0.007928783788497642,0.00037690357646856054,0.04236874615539126,0.00175691938793697,6.683600148732423e-05,0.2525431141523722,0.0008546376632512585,0.014474188603775931,0.12561226444156698,0.25477866961724216,0.023664021702909713,0.0017869506870955313,0.0016402380478365709,0.0767214940304361,0.0005258691494431618,0.0059483445559626825,0.0018362105142654512,0.000322547658601533,0.0,0.0,0.002396042435209439,0.0,0.0010095435451924074,9.725397085906943e-05,0.0,0.0,3.8439373192320656e-05,3.048828426382602e-05,0.0,0.00010798020766250662,6.530762810922892e-05,0.007320337756736136,0.0,0.008823395703102326,0.0002824440364837368,0.0,0.0,0.00015736558061473188,0.002070790926861355,0.0009358207406129633,0.0,0.00010319336599421715,0.0,4.954480375710307e-05,0.0003202816266358118,0.005104011209315748,0.006578846440684402,0.007654737866442147,0.00032220298993032267,9.051685874854309e-05,0.0001740727436841904,0.0014749402679981244,0.0,0.0,0.0005077151367817063,0.029228346065619908,0.029228346065619908,0.0,0.0,0.0
L.LG,0.00040316392528925543,0.0,0.0002129121860944097,0.08192330158689852,0.0026567885591665444,0.16821365154507173,0.00424361514738412,0.02841047550895757,0.043863511336280796,0.4140439426143992,0.0005436497096721998,0.0,0.0005703703326200365,0.008512514517419835,0.04021114926173147,0.0,0.00023333282837503528,0.00010873200557395749,8.846447825080731e-05,0.4762756143233473,0.0001590195113426207,0.0003407147733688947,0.0002779055564533452,0.05323945580503591,0.00033360520362975336,3.900598336321146e-05,8.17599478927531e-05,0.03190279240630816,0.0051113705847006434,0.00029100514835839853,0.0,0.002115353745459926,5.17983544053394e-05,0.005827021326362125,0.00012838773626974107,0.025022922310107238,4.656446024650257e-05,0.004695883633333398,0.001533071404605377,0.09927696407743451,0.0014283518437762832,0.0,0.0014712189614546974,0.0,0.0001167287243792279,8.725461945788516e-05,0.0016902107984530428,0.0001510507472953875,0.0,0.0,5.03722029017753e-05,0.0,0.0038769322854421183,0.0,0.0010282984386301953,0.0009092115626818958,0.0004706475517641796,0.0026866798878876505,0.004025879616491161,0.0,0.007057446407782136,0.0,0.0001724434324225193,6.28485887823539e-05,0.0,0.0,0.0,0.0,0.00894924945430285,0.0,0.0001132995855435101,0.0,0.004190710690680213,5.938131194501454e-05,0.0,0.0,0.004122636250997681,0.00011045315110765569,0.0,0.0,0.0,0.0,0.0,0.018160483855090743,0.018160483855090743,0.0,0.0,0.0
L.MOFG,0.0,0.014343021802109359,0.00018204185090017581,7.774166542325117e-05,0.0,0.0007972421763448766,0.0013693834872286676,0.0015758648566765896,0.0003066522477239038,0.0006075599623274145,0.24250498591586808,0.0005703703326200365,0.0,0.0012433920366737886,0.0006374279941315468,0.0003624951389363281,0.0007431026938541532,0.004187449172429509,0.003030959853007765,0.0,0.000959832177347341,0.0029088220063346617,0.0007951164309945614,0.0011578713216867534,0.269687156459246,0.014974711228087464,0.10320696175030288,0.0012868366765183086,0.0017500847696304102,0.000572582020536133,0.10097597528820267,0.0009468959144899762,0.00019066795276748998,0.035047529782537896,0.008437347789822375,0.1133458478494525,0.13830020068930987,0.19173664208362085,0.064353108909087,0.008210174898416354,0.08176086180127032,0.27921109014731293,0.009373008849001588,0.010010411506482785,0.004807215971220938,0.0067225726904933635,0.0007208056009716538,0.00035302045785732004,0.006242532104822791,0.0,0.0021797928790022515,0.00011486992961694954,0.0,0.0,8.696297228705832e-05,0.0003404754305143146,0.00017280132273032493,0.0,7.243604513903129e-05,0.01643942978675528,0.0,0.01641211120189344,0.0,0.0,0.0,0.0,0.003271898800885454,0.002071519663061383,0.0,0.0,0.00013178839595471756,0.00013702670889323887,9.040540987594491e-05,0.009019096491697192,0.008827866875787018,0.01254302622767836,0.0006698637456501477,0.0002549197354493592,0.0,0.002574744340303268,0.0,0.00013503489960847218,0.00016141282421356168,0.037448723299866406,0.037448723299866406,0.0,0.0,0.002605773986771691
L.MTG,0.22515995468629807,0.00011208273998899269,0.01101601910464373,0.002573338003903362,0.003914467505363762,0.030702488216154313,0.2246503327766768,0.29147257796277676,0.006573816639394219,0.07375210136058842,0.0025325150364563236,0.008512514517419835,0.0012433920366737886,0.0,0.0011863058296428556,0.00041644878783518596,0.007068468610284543,0.0003941633838973768,0.000861318110103284,0.00520813169196844,0.01115369035578952,0.0009763990345222477,0.027366544952784247,0.01803344863488626,0.00026057898920650515,0.005245141507032536,0.005729679868677892,0.024537393746590173,0.17762298485872216,0.037394322473569344,0.0,0.028208255319907845,0.0023177784283845335,0.024937730535866207,0.0005037857003169925,0.022720003482058868,0.002242804087359814,0.01991703667449962,0.006581828484615453,0.01646768246154169,0.008691345477100081,0.0,0.003238831981307671,0.00012491752514676475,0.0009381030364641196,0.00043545622070126203,0.001503982273332591,7.96740910902878e-05,0.0,9.552776262229493e-05,7.721565327268912e-05,0.000775115202624398,0.0007198613046684386,0.0,0.0005638090308746842,0.004025198688711123,0.0007340079082973118,0.0008722044370583056,0.002531418236344478,0.0,0.00024848082927426957,0.0,0.001516224197837729,0.00013487258464373083,0.00015981846989483793,0.00016011268504757687,0.0,9.707824917795558e-05,0.0011187581655649655,0.00033382312735593354,0.0003775646891449355,0.0005416357139491223,0.009463488927000219,0.0,0.0003618978248015399,0.0013116332216682285,0.006050909024729276,0.001434703839572585,0.0011929132509552283,0.0,0.0,0.0,0.00047001319468311905,0.023579111870990606,0.023579111870990606,0.0,0.0,6.452921341229702e-05
L.PHIG,0.0,0.0,0.0,0.001570393832908835,0.03793955727971558,0.09411477382283996,0.00021267845347058026,0.00577414516758501,0.02738005074274696,0.0017763038418049182,0.0,0.04021114926173147,0.0006374279941315468,0.0011863058296428556,0.0,0.0,0.0001322440430874263,0.0,7.308256735962458e-05,0.002573473578696108,7.723406871053613e-05,0.00020050710219805804,0.00013136225362318365,0.008797381602925411,0.0,0.0,6.485601031750692e-05,0.001585752874880028,0.0006363490214436735,0.00011329535955526043,0.0,0.0026057803643123488,0.0,0.0012632243797471145,0.0005306331954522067,0.003046147214206318,0.0001655242480810181,0.0012363718643229394,0.0019330820216204405,0.32368143132933436,0.001476562021835551,7.14362904516958e-05,0.0008606212577507361,0.0,0.00010864883920483662,8.537629877909573e-05,8.52158577470998e-05,0.0,0.0,0.0,0.0,0.0,0.0001109358160320293,0.0,0.0,0.0003914136690685049,5.975894023990953e-05,0.00035689716972045943,0.000142705218658888,0.00022410591513630603,0.0,0.0,0.0,0.0,5.1063194394707155e-05,0.0,0.0,0.0,0.00011024914692306438,0.0,0.0,0.0,0.00024086321169045535,0.0,0.0,0.0,0.00016214216577869328,6.152239578187715e-05,0.0,0.0,0.0,0.0,0.0,0.023084124650482558,0.023084124650482558,0.0,0.0,6.228455430503118e-05
L.PaCG,7.853083017058456e-05,0.0031504497363154397,0.00621970363633201,0.0,0.0,5.6531206760242565e-05,0.0017491537759361823,0.0004925739838342342,0.0008100811257976391,0.00031638808022459104,0.0001380301073386914,0.0,0.0003624951389363281,0.00041644878783518596,0.0,0.0,0.005396096556515553,0.0,0.0009113731556715866,0.0,0.19875922769739843,0.07684817383509714,0.26040728583485195,0.10520226684118394,0.0009269021240133643,0.0030277168041765315,0.19079081810493093,0.026503079525897075,0.0002664498315632858,0.005775250514141161,0.0,0.0,0.00031218046885451013,0.007318120285076995,0.0008129270705432489,0.04447008933085859,0.02326822710682711,0.02398150663529994,0.015279994313455928,0.0020431258071072086,0.0,0.00026771709593381737,0.009707334942219977,0.001548897765302745,0.0039054570005105423,0.0013605940408903425,0.00035195916414401343,0.00012469477006723018,8.792279601242914e-05,7.199875560673966e-05,0.0004954442588589096,0.0019490846091124675,0.0,0.0,0.00023890099589092152,0.0014925652532509783,0.00015373847196633063,0.00043909699055072953,0.0001864967365644621,0.0,0.00015988930917962155,0.0006161631220139947,0.0,0.0,0.03431736289655322,0.0009791156547734302,6.918256629116824e-05,0.0004382226505475251,0.0,0.008037198293569385,0.009204162492177773,0.027513912221143716,0.012391471972776586,5.810738084666884e-05,0.0010088245025457203,0.014675257719997115,0.008847652143047818,0.0006687819080815545,0.0015002558346811836,3.142378156596054e-05,0.0,0.0,0.0015282446049843274,0.022639329485675444,0.022639329485675444,0.0,0.0,0.0005595589706865016
L.POP,0.004977366091689709,0.006147224004905413,0.06711479234590176,0.0,0.0,0.0002173098628283488,0.005185930813579359,0.00398550356272484,0.0014340087416220898,0.00041524336902900574,0.007676789296766845,0.00023333282837503528,0.0007431026938541532,0.007068468610284543,0.0001322440430874263,0.005396096556515553,0.0,0.005583012051499597,0.1685600612231896,0.0,0.01435707080314651,0.004334576024086022,0.15253708733249058,0.0034987795631420556,0.001485809467362084,0.1372547238262991,0.09395129685785124,0.005546665571997106,0.011923250398536143,0.01520772061027246,0.000531330826682152,0.0,0.0022154526084233626,0.048371432995010656,0.001012020537257686,0.04226161423004162,0.05448859391330572,0.04838333425319477,0.008156320188153892,0.0012097770107954734,0.00016500459033614467,0.0,0.0027864121193796475,0.0020327222376164567,0.0031297789972739975,0.0012053939862105747,0.00016015041047552785,0.0,0.0,0.0,0.002150457915515185,0.005827352083203412,5.279749216008369e-05,0.0,0.0,0.00035204096940560535,4.018913283076378e-05,0.00017730518513069303,6.322648312942889e-05,0.0006673695797238625,0.0,0.0004522868859638181,0.00012441908217137156,0.0,0.0010127664357512346,0.0025737940636097446,0.0005266545701808329,0.0021229547328545763,0.0,5.358735481241085e-05,0.0005726560794378764,0.004247631043095663,0.0007875336816696365,0.0008482310187948595,0.013349647088463104,0.018390502873716526,0.0006031524031045303,0.00013725314243334883,6.629451204038077e-05,8.304007145198276e-05,0.0,0.0,0.0009627631623948176,0.024814829594003922,0.024814829594003922,0.0,0.0,0.0
L.POR,0.0,0.001440510239464388,0.00014764396841027204,4.882679447250593e-05,8.411915981471639e-05,6.798952662301337e-05,0.00012649582379480197,0.00010902910103073029,0.0,0.00018190526973614371,0.158776771822993,0.00010873200557395749,0.004187449172429509,0.0003941633838973768,0.0,0.0,0.005583012051499597,0.0,0.10922244691821968,8.846258118308936e-05,6.21912779530723e-05,0.00014173454848739845,0.0006405858985535487,0.00016251003882698981,0.006016556720062467,0.10871012100461963,0.015981507132886867,3.8904478672817514e-05,0.00017534060956399806,5.4146750727813485e-05,0.003711793539258184,0.0,0.0,0.013367175685710312,0.00021315476013343597,0.0038570240249576116,0.025454522374368092,0.02647071636806534,0.005574050365293477,0.0006122518850607223,0.00014785647855296356,6.539460018127174e-05,0.00026391484783443565,0.0011461553977647025,0.0005694738678717808,0.00020235529343142538,0.0,0.0,0.00020996823389503216,0.0,0.0010602384925234346,0.00022113417012369554,0.0,0.0,0.0,7.471945918050986e-05,0.0,0.0,0.0,0.0032647689841898368,0.0001285128501992341,0.004487923615274234,0.0,0.0,4.515702107959501e-05,0.00011937732395640296,0.0024291555594340123,0.000579919874613157,0.0,9.589688881491772e-05,3.658337776167475e-05,0.00018376433055060194,3.718851151705664e-05,0.0021594839555022297,0.006051137293643849,0.005950071878533953,0.0,0.0,0.0,0.0005621176639059967,0.0,0.0,0.00015222891888809535,0.019707332059284807,0.019707332059284807,0.0,0.0,0.0
L.PTR,0.0007093103499816435,0.002617288782957349,0.006353816005790257,0.0,0.0,9.356087355838293e-05,0.0005691103519099097,0.00018128513487922476,0.0007386638561488956,6.273702037906618e-05,0.09766841646870905,8.846447825080731e-05,0.003030959853007765,0.000861318110103284,7.308256735962458e-05,0.0009113731556715866,0.1685600612231896,0.10922244691821968,0.0,0.0,0.0029298737243861296,0.0011629724596636233,0.009227206925633752,0.001146144944613111,0.005872073295388935,0.13000250244331096,0.04754535539320952,0.0007609112204087145,0.0012559850228141018,0.000998021048916839,0.0019618389578278423,0.00023563738392524806,0.0001292852305242584,0.04978056498639017,0.00011779782614564168,0.01989781267323115,0.045791082611386244,0.059341439988796325,0.005990588078177939,0.00048527332308080125,0.00042996928778432007,0.0003154241230508585,0.0007731331601537146,0.0013916586905716665,0.002088736840448148,0.00025554953494090265,0.0,0.0001452253767264063,0.00017656281086457265,0.0,0.0015018882383174739,0.0010982278673720854,0.0,0.0,0.0,4.9814380164480165e-05,0.0,0.00013042636688235108,0.0,0.001697876883803553,0.0,0.0029243607492021846,0.0,0.0,0.00020488838009255828,0.00026617606001428875,0.0018062324602453315,0.0034437045486467397,0.0,0.000214203985102928,0.00031274447248520385,0.0004310610078418583,0.00030333103738918517,0.003338302193816524,0.014523103650455657,0.01477304495967632,0.0001998363345266309,0.0,0.0,0.0013557348715873918,0.0,0.0,0.0008904815586183334,0.02337169563351082,0.02337169563351082,0.0,0.0,0.00019435676238666773
L.PCAL,0.0003232456060094306,0.0,4.141489306122381e-05,0.6151081075524203,4.819992926659943e-05,0.017262787513985828,0.004575876822207578,0.014746090419024895,0.014512088785595281,0.2103835007961835,0.00024107243281127098,0.4762756143233473,0.0,0.00520813169196844,0.002573473578696108,0.0,0.0,8.846258118308936e-05,0.0,0.0,0.0,5.142695327378657e-05,0.00010192702316674308,0.02663315178503953,0.0,0.00015758655430140993,4.2416352024842404e-05,0.08432675365629187,0.0034475284587917347,0.0,0.0,0.0003922611609365072,8.902766058998827e-05,0.002309630962100617,0.0,0.015651017774299652,8.931262946551568e-05,0.003954364628575802,0.0008609091686235568,0.012094629373537901,0.0005074471451199218,0.0,0.002036136107370543,0.0,0.0006612551453892801,0.0,0.001016671414694536,0.0,0.0,0.0,0.0,0.0,0.006504442727604064,0.0,0.0006897340185103457,0.0007410845801060282,6.635622072281443e-05,0.0022668091118510643,0.005500428448471827,0.0,0.004025051145426107,0.00019034153373349258,0.00021245582563339264,0.00015966852442854995,0.0,0.0,0.0,0.0,0.005524189314178475,0.0,0.0,6.841950550409955e-05,0.0037678198175391782,0.0,0.0,0.0001192602879880258,0.005996369496155621,8.566688174120277e-05,0.0,0.0,0.0,0.0,5.039805623317485e-05,0.021575057351145347,0.021575057351145347,0.0,0.0,0.0
L.PoCG,0.006620883205653363,0.0005969775787809286,0.028183341492016525,0.0,0.0,0.0006098399639604987,0.020954924686336467,0.004957820776504436,0.0004343569008053657,0.0006583582420116375,0.0005460064345846554,0.0001590195113426207,0.000959832177347341,0.01115369035578952,7.723406871053613e-05,0.19875922769739843,0.01435707080314651,6.21912779530723e-05,0.0029298737243861296,0.0,0.0,0.008700231870539284,0.5890304501123933,0.027946488307466325,0.000930058520806347,0.008961625492241642,0.03507039513395805,0.15956441682243683,0.014608048042439247,0.3199683372537594,0.0,0.0,0.0038137925970166088,0.07903083785668544,0.002378390204671026,0.11345583889491447,0.03046570114942677,0.08062593828597245,0.039255996182631106,0.006587067823204405,0.0003160132628288137,0.0,0.006318067939333732,0.0012671640225903837,0.0017887811299494146,0.0015328003051456726,0.0002224661700021866,0.0,0.0001261531061729107,0.0,5.1904004111580295e-05,0.0015652553242402644,0.0,0.0,0.0,0.0008349115019885332,4.762447382468239e-05,0.0008915438934053872,0.0,0.0003511573561343899,0.0,0.00025216051214692667,0.00017385371333517418,0.0,0.010526964665332702,0.0005126466028726845,0.00035403684658964524,0.00021510046913032706,0.0,0.006661256226810422,0.0030850001635844538,0.008924296131158199,0.010317769698603292,0.0,0.000993876715551471,0.00473333944246308,0.010033700183551613,0.0004818422524749068,0.0022961163403623194,0.0,0.0,7.545257560193373e-05,0.0011602351760264655,0.017084553511317657,0.017084553511317657,0.0,0.0,0.0009679886431354429
L.PCG,0.00028097424856683175,0.09773194142768188,0.0064867861245559095,6.749283419384768e-05,0.0,0.0005660835996451364,0.0023800175610275425,0.0005609314374871461,0.06658459223712852,0.0008140590955781355,0.0006493576042240414,0.0003407147733688947,0.0029088220063346617,0.0009763990345222477,0.00020050710219805804,0.07684817383509714,0.004334576024086022,0.00014173454848739845,0.0011629724596636233,5.142695327378657e-05,0.008700231870539284,0.0,0.01589135778473865,0.1994619870368424,0.009836449409658818,0.006777584106950181,0.12053579270789942,0.007458603092760194,0.0004397976061920837,0.004245627913097843,0.00028665342153501636,0.0,0.0006039103086486341,0.0033617970073432026,0.00042391216648745894,0.01554150456240884,0.007348658849347006,0.00859973804733096,0.0021044144509861197,0.002383012757190276,0.0,0.0001258603755142206,0.005493694073999674,0.0015785930444138579,0.0023722183647588344,0.0014943091250390094,0.0004885351845002465,0.0,0.0,0.0,0.006496469155338439,0.002708257398307451,0.0,0.0,8.734888675781871e-05,0.0007373648968664899,0.0001440963476704164,0.0033350342016294533,0.0,0.0002203918575508345,0.00025112133932284303,0.0002952142635016703,0.0004311635613176578,0.0006321565326337348,0.023775100820815246,0.0007130618592312301,0.00019400711198478416,0.0004906039522699357,0.0,0.005909473615287864,0.04914301261479241,0.01686972662718721,0.012464054250218872,0.0011542760429042273,0.001800074096454436,0.029346725896850338,0.006205469570940858,0.0004603487528507185,0.0012326121845723482,0.0,0.0,0.0,0.000687614858915443,0.020250832413790557,0.020250832413790557,0.0,0.0,7.178914504722601e-05
L.PrCG,0.01970654119073312,0.0052469533956387435,0.33357572101501776,8.06293880727708e-05,6.348759599282074e-05,0.002472686157267634,0.06133259960113096,0.015345488881779805,0.0015186502505501146,0.0024502227393585507,0.0012519776446281495,0.0002779055564533452,0.0007951164309945614,0.027366544952784247,0.00013136225362318365,0.26040728583485195,0.15253708733249058,0.0006405858985535487,0.009227206925633752,0.00010192702316674308,0.5890304501123933,0.01589135778473865,0.0,0.031225357521233312,0.0006818331131923157,0.059873911523839626,0.42710205310756283,0.1259116751056168,0.025738029528372137,0.10400154911918627,0.00023544435728495137,8.487397298420667e-05,0.0034299168455527895,0.0850910370533791,0.006320936695161906,0.22945815176480333,0.1043036656168065,0.1492798741376705,0.07014131790337043,0.013208204888907414,0.0009527016627467288,0.0006756368273261968,0.01619644246844168,0.004672059717115942,0.008953572594012287,0.0032675229828443802,0.001955567892020006,0.0,0.0,9.515321513452707e-05,0.0015189767004307377,0.009745594279058876,0.0,0.0,3.152078457635311e-05,0.00287397385173725,0.00029721818780019626,0.0011300240178826015,0.00014396309408654795,0.0005038055578347719,0.0,0.0006904960575028105,0.00044107140619225346,8.001619563541655e-05,0.03972891181380606,0.0035029484966945046,0.00020571534738441621,0.0014262734325790228,0.0,0.00716867025036185,0.011140133474168734,0.053079064798561525,0.00882942173099659,0.00019099671614533498,0.005806086763809733,0.041777626764137224,0.00991729721114802,4.833378435974372e-05,0.0015229604925125664,0.0,0.0,0.0001035203248442322,0.0020390634448040623,0.013637798008287478,0.013637798008287478,0.0,0.0,0.0008984863592405486
L.PCU,0.004087229479362255,0.014374721884647917,0.00616973864171496,0.04942002683474961,0.000251665805469538,0.011992549343376888,0.0800877721585021,0.016181133702620875,0.33788463092746707,0.04847072053763505,0.0004129132801811753,0.05323945580503591,0.0011578713216867534,0.01803344863488626,0.008797381602925411,0.10520226684118394,0.0034987795631420556,0.00016251003882698981,0.001146144944613111,0.02663315178503953,0.027946488307466325,0.1994619870368424,0.031225357521233312,0.0,0.002731183565785697,0.005181358951712051,0.07166304791997404,0.6125402607536929,0.024120941609967746,0.04207268288468088,0.0,0.0005961195026631593,0.00893490667767747,0.017317323236856544,0.0015506788342701866,0.07450022347776986,0.010284288142235259,0.029184945847367815,0.008976462994823567,0.026837109190717016,0.0014407316797063346,0.0006762298653469634,0.01929252039316417,0.0023571532641765316,0.010161763964661898,0.003600226605041202,0.00995233437846805,0.0009549831565855174,0.0,0.0016926556598978008,0.0010482969023711847,0.0024030008371845905,0.007741737384273587,0.0,0.0045723737671357805,0.021201493387025965,0.003024293607172826,0.016705491544583635,0.022068534314222465,0.000872817432848396,0.005109330463810242,0.0005626659588905868,0.006131044573686121,0.0010272884737084762,0.015976811763042723,0.00080669917073766,0.0001230094721729088,0.0004250129901565462,0.010314771841918764,0.009579904993798056,0.007055680920218454,0.010430893412088369,0.08556349435762027,4.239614362665227e-05,0.0018393151619815198,0.006793894802145742,0.06634429323342773,0.008318252500455854,0.010264836207509308,0.0,0.0003342625144590356,0.0006022608121237451,0.006668413562555438,0.028425530458641733,0.028425530458641733,0.0,0.0,0.00048175060328265747
L.RACG,0.00010595098912774127,0.09235907913863646,0.00018867846854742632,0.0,0.0,0.0003405877932183135,0.00011722943072606507,0.0001507694761595793,0.0016071707655593427,0.0,0.04267097104035607,0.00033360520362975336,0.269687156459246,0.00026057898920650515,0.0,0.0009269021240133643,0.001485809467362084,0.006016556720062467,0.005872073295388935,0.0,0.000930058520806347,0.009836449409658818,0.0006818331131923157,0.002731183565785697,0.0,0.02580061594393816,0.2127097269943588,0.0009306220231793103,0.00019507263939799767,0.0004162968546892046,0.007759696704576748,0.0,0.00017347845251909744,0.0027395992550811243,0.0008131621064371764,0.012222035330993681,0.04935730644455971,0.01511602741144978,0.00530091538276716,0.0003963908999902644,0.001426912019504167,0.03898874114607317,0.01597819305583518,0.01271010255284438,0.003957660845428922,0.0031156021331015314,0.0009946335800218268,0.0005527138645258883,0.00534522100988011,0.0,0.01134388866862197,0.0006001117544331412,0.0,0.0,5.643203099038034e-05,0.00015515987694477053,7.38800915435685e-05,0.00030535313420835115,0.0005325902405854608,0.017371494907805277,0.0,0.036714151943584614,0.0,0.0,7.407740200954531e-05,0.0008064787831369445,0.006186706672802694,0.004163847151441793,0.0,0.0,0.0004669742001622395,0.0,0.0005548066425408598,0.03714255423029889,0.019878517824966312,0.03095096523008611,0.00037199009396261486,0.0,0.0002236918415485868,0.0036697451065515856,0.0,0.0,0.001879633199021383,0.025063750670008024,0.025063750670008024,0.0,0.0,0.0
L.RMFG,0.003072661288122625,0.026659098173008742,0.20564950361103881,0.0,0.0,0.0005801112278237997,0.009346195396977926,0.002778192578017842,0.0017965366203998737,0.0009281556789849724,0.11782745389376899,3.900598336321146e-05,0.014974711228087464,0.005245141507032536,0.0,0.0030277168041765315,0.1372547238262991,0.10871012100461963,0.13000250244331096,0.00015758655430140993,0.008961625492241642,0.006777584106950181,0.059873911523839626,0.005181358951712051,0.02580061594393816,0.0,0.60207111482187,0.005212297083942222,0.003723835060922729,0.0034868633944683926,0.09193454691633653,8.924139688620551e-05,0.0001847284458133113,0.027194062204404533,0.0010811162664308164,0.043339265201531044,0.1333570970865421,0.07713309335216129,0.014220530395224014,0.0009490406652199273,0.00016595415755718792,0.0006108517989591351,0.008487385395477488,0.012376422280085765,0.011253046910035935,0.0016458552576376253,0.00029788530014602106,0.0,0.00048488760525730335,0.00011656075676961945,0.010800592353361322,0.0059996886127753665,0.0,0.0,7.92363851284971e-05,0.0008082533241864098,0.00020942067922955157,9.80392065169627e-05,0.0,0.00985698704934954,8.471021208370438e-05,0.00848244567405727,0.00032505849905900997,0.0,0.0011036790760361678,0.004400276696093276,0.009015375701834822,0.016964274612170566,0.0,0.00032403209866747835,0.0011635814646710145,0.002709870071668304,0.0011695509275583254,0.012951841234295828,0.07644888885612369,0.06999219863320821,0.0005960467007615707,4.8158047255315026e-05,0.00021728096339228108,0.001756879094527102,0.0,0.0,0.004145353806576036,0.01646535073095324,0.01646535073095324,0.0,0.0,0.00027773814793889706
L.SFG,0.0031798706924940487,0.17888232567672596,0.4240444954436062,0.00025387674535486674,0.0,0.00024219537736958126,0.012241314125515821,0.002796676963865622,0.012976497388722976,0.0009874638477875579,0.028402853052308778,8.17599478927531e-05,0.10320696175030288,0.005729679868677892,6.485601031750692e-05,0.19079081810493093,0.09395129685785124,0.015981507132886867,0.04754535539320952,4.2416352024842404e-05,0.03507039513395805,0.12053579270789942,0.42710205310756283,0.07166304791997404,0.2127097269943588,0.60207111482187,0.0,0.029091051656697838,0.0037973205893717683,0.005914715373409322,0.06354169616128207,3.478405915701574e-05,0.0007003644456823715,0.04045232427115342,0.003632044371327385,0.14580064491385827,0.12129174113360898,0.12487860726908727,0.025056562618654257,0.00581878629035271,0.0010488134523181294,0.0007244308395431391,0.02400181386223533,0.01581411615860395,0.022492895353151618,0.006233689972441179,0.0009583068346505997,0.00019832161463794436,0.00016634805359334596,0.00033282615272108707,0.020937331122231697,0.03357144024238311,5.132910776482412e-05,0.0,0.00019081173661952418,0.0025950307168449904,0.0004898867006556775,0.0008290581959406572,0.00017574756914777583,0.008976730207607956,0.00011776813626469078,0.007489233063305244,0.0008246566672338512,8.665083524254655e-05,0.02831895861019037,0.013322147634388914,0.007459516409407755,0.016938011012886306,6.688554117439663e-05,0.002169396037932563,0.026255635201213462,0.05184318588651384,0.007524571675456822,0.01316745212260544,0.0758453917477176,0.19685885009565607,0.006428853620963863,0.00035167728378727103,0.0012328246638684114,0.0025528557609035074,0.0,0.0,0.004663376352336681,0.022082562211261803,0.022082562211261803,0.0,0.0,0.0008571395678257342
L.SPG,0.005489865675670087,0.0017477491708033672,0.01456148763466872,0.1982242964598266,7.189441109851183e-05,0.015735756962936075,0.45668443251341306,0.026298775332770516,0.03589640354484118,0.2153795664617367,0.0008495920145051357,0.03190279240630816,0.0012868366765183086,0.024537393746590173,0.001585752874880028,0.026503079525897075,0.005546665571997106,3.8904478672817514e-05,0.0007609112204087145,0.08432675365629187,0.15956441682243683,0.007458603092760194,0.1259116751056168,0.6125402607536929,0.0009306220231793103,0.005212297083942222,0.029091051656697838,0.0,0.023425280403875856,0.27907315324306503,0.0,0.0004717824455356142,0.00906278942377469,0.02921373795258864,0.0020678170688546195,0.10379646997196908,0.014096054080987405,0.04712659801469929,0.01739946124875287,0.013995796338602474,0.0017172436895435605,0.0003527868331966945,0.00998410664597563,0.0008586169748601406,0.004650170702007543,0.001619199296937005,0.003158651342290069,0.000612845289385214,0.00014757354941081612,0.0006337753251947267,0.0002878957888196657,0.0008392437992911206,0.004989042913652963,0.0,0.0021480441243380503,0.010385281287547914,0.0017174594424381848,0.006812770589308521,0.011067856909960363,0.00037043984261250486,0.004427075272329828,0.00031298588591979277,0.00219692594534186,0.000575963809795476,0.006910290830201857,0.0006821066418241051,0.0,0.0005951067268423202,0.006956110402181932,0.004835169429844884,0.002157600510427098,0.005989756491603299,0.03968735465223352,0.0,0.0009992918992080568,0.004091146496202746,0.035554704910510763,0.005812468669269226,0.004332402986996762,0.0,0.0002162993118206684,0.0005174450390178599,0.0026955369577496228,0.016247622364824608,0.016247622364824608,0.0,0.0,0.0004685733974018029
